"grappe","dist_popcenter","dist_border","dist_road","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2017_tot","h2017_wetQ","h2017_wetQstart","ndvi_avg","ndvi_max","h2017_ndvi_avg","h2017_ndvi_max","type","lat_dd_mod","lon_dd_mod","hors_mali","hors_mali_utm","erreur_projection","hors_mali_reel","proche_frontiere","dans_eau_suspect","zone_humide_twi","zone_non_cultivee","zone_inhabitee","erreur_saisie","derive_gps","exploitation","passage","cluster","doublon","nb_grappes_cluster","nb_passages_cluster","nb_exploitations_cluster","origine_doublon","distance_centre","suspect_distance","score","niveau","decision","surface_gps_m2","surface_gps_ha","hybrid_V8_prop","surface_cultivee_ha"
817,102,162,23,119,276,282,338,137,292,30,9,311,1.8,265,14,1,1,1,2,2,1,1,392,316,18,625,17,528,0.1503,0.1855,0.1368,0.1739,"offset",15.5380329156,-3.99186836983,0,0,0,0,16210.4050081385,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",326734.349092382,0,0,"Bon","Garder",31401.5737457613,3.14015737457613,0.09,0.282614163711852
818,25,265,6,25,284,307,194,79,168,10,0,311,1.2,266,14,1,1,1,2,2,1,1,219,177,18,535,17,419,0.1439,0.1811,0.1858,0.2239,"offset",16.6684315731,-3.24484271286,0,0,0,0,89828.7065175731,1,0,0,1,0,0,1,1,0,0,746,1,4,"Non_doublon",476901.300024767,0,1,"A_verifier","Verifier_manuel",31401.5737457712,3.14015737457712,0,0
819,13,258,6,13,284,308,189,78,164,250,5,311,1.4,262,36,1,1,1,2,2,1,1,214,176,18,507,17,397,0.1421,0.1788,0.1436,0.1607,"offset",16.6657411098,-2.94235649204,0,0,0,0,93464.1583371391,1,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",500827.317762564,0,2,"A_verifier","Verifier_manuel",31401.5737457774,3.14015737457774,0.05,0.157007868728887
820,24,255,12,24,285,308,191,79,166,40,2,311,1.4,263,14,1,1,1,2,2,1,1,217,178,18,466,17,377,0.1453,0.1842,0.1336,0.1531,"offset",16.688002164,-2.7940957529,0,0,0,0,97786.925426947,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",514775.981782479,0,1,"A_verifier","Verifier_manuel",31401.5737457565,3.14015737457565,0.02,0.0628031474915131
821,37,250,16,37,286,307,195,80,169,70,0,311,1.4,263,14,1,1,1,2,2,1,1,217,177,18,470,19,403,0.163,0.2025,0.1329,0.1468,"offset",16.6448401683,-2.6743263944,0,0,0,0,95826.6861977715,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",521529.075934363,0,1,"A_verifier","Verifier_manuel",31401.5737457793,3.14015737457793,0,0
822,95,317,51,95,286,312,132,56,114,0,0,311,2.5,270,14,5,5,5,5,5,5,5,172,128,18,377,17,328,0.1448,0.1603,0.1324,0.143,"comm_ctr",17.3682776025,-2.29248130945,0,0,0,0,67358.9227953475,1,0,0,1,0,0,1,1,16,1,5,1,1,"Meme_zone_jittering_legitime",609577.464816185,0,2,"A_verifier","Fusionner_jittering",31401.573745747,3.1401573745747,0,0
823,95,317,51,95,286,312,132,56,114,0,0,311,2.5,270,14,5,5,5,5,5,5,5,172,128,18,377,17,328,0.1448,0.1603,0.1324,0.143,"comm_ctr",17.3682776025,-2.29248130945,0,0,0,0,67358.9227953475,1,0,0,1,0,0,1,1,16,1,5,1,1,"Meme_zone_jittering_legitime",609577.464816185,0,2,"A_verifier","Fusionner_jittering",31401.573745747,3.1401573745747,0,0
825,95,317,51,95,286,312,132,56,114,0,0,311,2.5,270,14,5,5,5,5,5,5,5,172,128,18,377,17,328,0.1448,0.1603,0.1324,0.143,"comm_ctr",17.3682776025,-2.29248130945,0,0,0,0,67358.9227953475,1,0,0,1,0,0,1,1,16,1,5,1,1,"Meme_zone_jittering_legitime",609577.464816185,0,2,"A_verifier","Fusionner_jittering",31401.573745747,3.1401573745747,0,0
826,95,317,51,95,286,312,132,56,114,0,0,311,2.5,270,14,5,5,5,5,5,5,5,172,128,18,377,17,328,0.1448,0.1603,0.1324,0.143,"comm_ctr",17.3682776025,-2.29248130945,0,0,0,0,67358.9227953475,1,0,0,1,0,0,1,1,16,1,5,1,1,"Meme_zone_jittering_legitime",609577.464816185,0,2,"A_verifier","Fusionner_jittering",31401.573745747,3.1401573745747,0,0
827,95,317,51,95,286,312,132,56,114,0,0,311,2.5,270,14,5,5,5,5,5,5,5,172,128,18,377,17,328,0.1448,0.1603,0.1324,0.143,"comm_ctr",17.3682776025,-2.29248130945,0,0,0,0,67358.9227953475,1,0,0,1,0,0,1,1,16,1,5,1,1,"Meme_zone_jittering_legitime",609577.464816185,0,2,"A_verifier","Fusionner_jittering",31401.573745747,3.1401573745747,0,0
828,49,257,9,49,286,307,187,77,161,40,0,311,1.2,261,14,1,1,1,2,2,1,1,202,160,18,457,17,380,0.1344,0.1561,0.1273,0.1451,"offset",16.77361879,-2.54977098506,0,0,0,0,109126.783371686,1,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",541794.062503265,0,1,"A_verifier","Verifier_manuel",31401.5737457768,3.14015737457768,0,0
829,26,254,12,26,285,308,192,79,166,40,0,311,1.4,262,14,1,1,1,2,2,1,1,214,174,18,453,17,373,0.1396,0.1786,0.1287,0.1447,"offset",16.7076581809,-2.77320447259,0,0,0,0,100419.995904827,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",518032.281869704,0,1,"A_verifier","Verifier_manuel",31401.5737457502,3.14015737457502,0,0
830,21,256,12,21,285,308,190,79,166,40,2,311,1.4,263,14,1,1,1,2,2,1,1,221,180,18,476,17,378,0.1463,0.1734,0.1365,0.1589,"offset",16.6734103779,-2.81827108941,0,0,0,0,95676.5027738426,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",511639.625063566,0,1,"A_verifier","Verifier_manuel",31401.5737457656,3.14015737457656,0.02,0.0628031474915312
831,19,256,11,19,285,308,191,79,166,40,2,311,1.3,262,36,1,1,1,2,2,1,1,221,179,18,472,17,371,0.1368,0.1599,0.1377,0.1529,"offset",16.6957859317,-2.8656938632,0,0,0,0,97521.4923298536,1,1,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",509470.50421902,0,2,"A_verifier","Verifier_manuel",31401.5737457835,3.14015737457835,0.02,0.0628031474915671
832,18,256,11,18,285,308,191,79,166,30,2,311,1.3,262,36,1,1,1,2,2,1,1,225,181,18,479,17,372,0.1424,0.1799,0.1378,0.1581,"offset",16.6772646714,-2.88350568876,0,0,0,0,95179.8748535805,1,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",506554.736193518,0,2,"A_verifier","Verifier_manuel",31401.573745741,3.1401573745741,0.02,0.0628031474914821
833,19,256,11,19,285,308,191,79,166,30,2,311,1.3,262,36,1,1,1,2,2,1,1,221,179,18,472,17,370,0.1369,0.1742,0.1386,0.1545,"offset",16.7012661968,-2.87578282995,0,0,0,0,98038.2156885886,1,1,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",509073.27222785,0,2,"A_verifier","Verifier_manuel",31401.5737457776,3.14015737457776,0.02,0.0628031474915552
834,163,418,53,163,285,328,78,30,64,0,0,311,1.3,278,17,5,5,5,5,5,5,5,141,99,18,198,17,168,0.13,0.1432,0.1265,0.1325,"comm_ctr",18.2199405958,-2.78184827216,0,0,0,0,145348.559031198,1,1,1,1,0,1,1,1,17,1,5,1,1,"Meme_zone_jittering_legitime",648564.697237678,0,3,"Suspect","Fusionner_jittering",31401.5737457578,3.14015737457578,0,0
835,163,418,53,163,285,328,78,30,64,0,0,311,1.3,278,17,5,5,5,5,5,5,5,141,99,18,198,17,168,0.13,0.1432,0.1265,0.1325,"comm_ctr",18.2199405958,-2.78184827216,0,0,0,0,145348.559031198,1,1,1,1,0,1,1,1,17,1,5,1,1,"Meme_zone_jittering_legitime",648564.697237678,0,3,"Suspect","Fusionner_jittering",31401.5737457578,3.14015737457578,0,0
836,163,418,53,163,285,328,78,30,64,0,0,311,1.3,278,17,5,5,5,5,5,5,5,141,99,18,198,17,168,0.13,0.1432,0.1265,0.1325,"comm_ctr",18.2199405958,-2.78184827216,0,0,0,0,145348.559031198,1,1,1,1,0,1,1,1,17,1,5,1,1,"Meme_zone_jittering_legitime",648564.697237678,0,3,"Suspect","Fusionner_jittering",31401.5737457578,3.14015737457578,0,0
837,163,418,53,163,285,328,78,30,64,0,0,311,1.3,278,17,5,5,5,5,5,5,5,141,99,18,198,17,168,0.13,0.1432,0.1265,0.1325,"comm_ctr",18.2199405958,-2.78184827216,0,0,0,0,145348.559031198,1,1,1,1,0,1,1,1,17,1,5,1,1,"Meme_zone_jittering_legitime",648564.697237678,0,3,"Suspect","Fusionner_jittering",31401.5737457578,3.14015737457578,0,0
838,163,418,53,163,285,328,78,30,64,0,0,311,1.3,278,17,5,5,5,5,5,5,5,141,99,18,198,17,168,0.13,0.1432,0.1265,0.1325,"comm_ctr",18.2199405958,-2.78184827216,0,0,0,0,145348.559031198,1,1,1,1,0,1,1,1,17,1,5,1,1,"Meme_zone_jittering_legitime",648564.697237678,0,3,"Suspect","Fusionner_jittering",31401.5737457578,3.14015737457578,0,0
839,0,269,1,0,282,310,177,73,153,4040,0,311,1.9,269,13,4,4,3,4,4,3,3,197,163,18,550,17,439,0.1367,0.1576,0.1313,0.1477,"comm_ctr",16.7523805009,-3.00070128436,0,0,0,0,101952.953506711,1,0,1,0,0,0,1,1,18,1,3,1,1,"Meme_zone_jittering_legitime",503045.983379983,0,2,"A_verifier","Fusionner_jittering",31401.5737457711,3.14015737457711,0,0
840,0,269,1,0,282,310,177,73,153,4040,0,311,1.9,269,13,4,4,3,4,4,3,3,197,163,18,550,17,439,0.1367,0.1576,0.1313,0.1477,"comm_ctr",16.7523805009,-3.00070128436,0,0,0,0,101952.953506711,1,0,1,0,0,0,1,1,18,1,3,1,1,"Meme_zone_jittering_legitime",503045.983379983,0,2,"A_verifier","Fusionner_jittering",31401.5737457711,3.14015737457711,0,0
842,0,269,1,0,282,310,177,73,153,4040,0,311,1.9,269,13,4,4,3,4,4,3,3,197,163,18,550,17,439,0.1367,0.1576,0.1313,0.1477,"comm_ctr",16.7523805009,-3.00070128436,0,0,0,0,101952.953506711,1,0,1,0,0,0,1,1,18,1,3,1,1,"Meme_zone_jittering_legitime",503045.983379983,0,2,"A_verifier","Fusionner_jittering",31401.5737457711,3.14015737457711,0,0
844,32,210,5,100,280,291,241,102,208,120,3,311,1.5,267,15,1,1,1,2,2,1,1,297,244,18,541,17,464,0.1213,0.1403,0.1176,0.1372,"offset",16.1180354942,-3.65678436439,0,0,0,0,47800.4773017512,0,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",399364.605326046,0,0,"Bon","Garder",31401.5737457494,3.14015737457494,0.03,0.0942047212372483
845,22,218,5,91,281,293,238,99,206,50,4,311,1.6,267,14,1,1,1,2,2,1,1,291,238,18,537,17,452,0.1197,0.1371,0.1291,0.1474,"offset",16.1728406948,-3.59871987431,0,0,0,0,50351.6284382051,1,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",408426.094018051,0,1,"A_verifier","Verifier_manuel",31401.5737457761,3.14015737457761,0.04,0.125606294983104
846,27,215,6,95,281,292,240,101,208,60,4,311,1.5,268,14,1,1,1,2,2,1,1,295,242,18,537,17,455,0.1196,0.1402,0.1255,0.1443,"offset",16.1479910856,-3.60964883689,0,0,0,0,48233.4532778017,0,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",405554.315789879,0,0,"Bon","Garder",31401.5737457622,3.14015737457622,0.04,0.125606294983049
847,12,234,10,59,284,300,238,98,206,150,11,311,1.7,266,13,1,1,1,2,2,1,1,265,216,18,612,17,475,0.1283,0.1511,0.14,0.1612,"offset",16.34261361,-3.33989419355,0,0,0,0,54096.2519104604,1,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",442875.280017862,0,1,"A_verifier","Verifier_manuel",31401.5737457697,3.14015737457697,0.11,0.345417311203466
848,12,235,10,59,284,300,237,97,205,140,10,311,1.7,266,13,1,1,1,2,2,1,1,264,215,18,605,17,469,0.1274,0.1494,0.1418,0.1607,"offset",16.3507645364,-3.35326602463,0,0,0,0,55437.4196655172,1,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",442439.279571335,0,1,"A_verifier","Verifier_manuel",31401.5737457274,3.14015737457274,0.1,0.314015737457274
849,31,249,17,33,284,305,219,90,191,60,13,311,1.3,265,14,1,1,1,2,2,1,1,237,194,18,547,17,434,0.1361,0.1604,0.1545,0.1773,"offset",16.5349124164,-3.1878481993,0,0,0,0,74209.0840831375,1,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",470511.405079476,0,1,"A_verifier","Verifier_manuel",31401.5737457484,3.14015737457484,0.13,0.408220458694729
850,31,248,18,33,284,305,222,92,194,80,17,311,1.3,265,14,1,1,1,2,2,1,1,240,196,18,539,17,436,0.1459,0.1747,0.1628,0.1961,"offset",16.5176346693,-3.15942372511,0,0,0,0,72341.6639558985,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",471425.497051101,0,1,"A_verifier","Verifier_manuel",31401.5737457366,3.14015737457366,0.17,0.533826753677523
851,30,248,20,39,284,304,222,91,193,80,7,311,1.4,266,14,1,1,1,2,2,1,1,234,190,18,548,17,428,0.1328,0.155,0.1581,0.1884,"offset",16.5033717055,-3.25541997663,0,0,0,0,70780.1063109666,1,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",462551.097821628,0,1,"A_verifier","Verifier_manuel",31401.5737457469,3.14015737457469,0.07,0.219811016220228
852,30,240,21,42,285,304,235,97,206,90,26,311,1.4,266,14,1,1,1,2,2,1,1,250,204,18,576,17,441,0.1396,0.1667,0.1517,0.1789,"offset",16.4355311333,-3.20743256611,0,0,0,0,62657.8645716474,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",461012.13337129,0,1,"A_verifier","Verifier_manuel",31401.573745736,3.1401573745736,0.26,0.816440917389137
853,18,218,19,65,284,299,261,107,227,160,26,311,1.9,268,13,1,1,1,2,2,1,1,279,227,18,662,17,541,0.1583,0.1948,0.1679,0.1921,"offset",16.2241411477,-3.24264052666,0,0,0,0,38401.0692694836,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",441721.103455692,0,0,"Bon","Garder",31401.5737457562,3.14015737457562,0.26,0.816440917389661
854,13,222,14,65,284,300,255,105,222,150,20,311,1.8,267,14,1,1,1,2,2,1,1,278,228,18,671,19,534,0.1409,0.1676,0.1434,0.1572,"offset",16.2520110831,-3.2992540681,0,0,0,0,42757.9793442883,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",439121.134262558,0,0,"Bon","Garder",31401.5737457585,3.14015737457585,0.2,0.62803147491517
855,17,223,18,61,284,300,256,106,223,130,24,311,1.6,267,14,1,1,1,2,2,1,1,275,223,18,652,19,512,0.1457,0.1766,0.1402,0.1647,"offset",16.2866046464,-3.23789415151,0,0,0,0,45552.2537153452,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",446891.172759964,0,0,"Bon","Garder",31401.5737457498,3.14015737457498,0.24,0.753637769897995
856,20,217,21,65,284,300,262,108,228,180,24,311,1.8,268,13,1,1,1,2,2,1,1,279,226,18,655,17,537,0.1624,0.2005,0.1758,0.2065,"offset",16.2258834209,-3.22157219631,0,0,0,0,38397.6479385466,0,0,0,0,0,0,2,1,0,0,746,1,4,"Non_doublon",443628.4946569,0,0,"Bon","Garder",31401.5737457783,3.14015737457783,0.24,0.753637769898679
857,20,207,19,81,283,296,265,108,229,80,21,311,1.9,269,14,1,1,1,2,2,1,1,301,248,18,594,17,512,0.1734,0.2172,0.1934,0.2319,"offset",16.0764353352,-3.30160553125,0,0,0,0,23760.4078350176,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",425641.258272449,0,0,"Bon","Garder",31401.5737457889,3.14015737457889,0.21,0.659433048661567
858,49,216,15,87,281,297,197,76,167,20,0,311,2.4,278,13,2,2,1,1,1,1,1,244,195,18,491,17,425,0.1794,0.2141,0.1825,0.2622,"offset",16.4661602843,-3.77998639096,0,0,0,0,77671.9328763,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",419249.952497822,0,1,"A_verifier","Verifier_manuel",31401.5737457336,3.14015737457336,0,0
859,33,232,2,70,282,299,203,77,171,350,0,311,1.5,269,15,1,1,1,2,2,1,1,243,196,18,480,17,397,0.1534,0.1779,0.1405,0.1786,"comm_ctr",16.4856801233,-3.62150617925,0,0,0,0,82882.8892466409,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",432661.991063142,0,1,"A_verifier","Verifier_manuel",31401.5737457641,3.14015737457641,0,0
861,24,246,14,54,283,302,218,87,187,50,3,311,1.6,264,15,1,1,1,2,2,1,1,240,195,18,551,19,424,0.1371,0.1567,0.1573,0.1734,"offset",16.4812064875,-3.38516937541,0,0,0,0,70949.2097574289,1,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",450453.771316394,0,1,"A_verifier","Verifier_manuel",31401.5737457589,3.14015737457589,0.03,0.0942047212372766
862,35,255,8,46,283,304,203,81,174,30,0,311,1.4,265,14,1,1,1,2,2,1,1,226,182,18,524,17,405,0.1467,0.1837,0.1491,0.1697,"offset",16.5778909148,-3.4232253206,0,0,0,0,82924.0563881824,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",455543.371423839,0,1,"A_verifier","Verifier_manuel",31401.573745766,3.1401573745766,0,0
863,33,254,15,37,284,305,212,86,183,40,0,311,1.3,266,14,1,1,1,2,2,1,1,223,181,18,546,17,426,0.1356,0.1575,0.1564,0.1794,"offset",16.5495758587,-3.28154903986,0,0,0,0,76409.7125014277,1,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",464226.933789006,0,1,"A_verifier","Verifier_manuel",31401.5737458072,3.14015737458072,0,0
870,44,197,3,108,280,290,233,99,202,400,0,311,1.4,268,14,1,1,1,2,2,1,1,281,230,18,542,17,452,0.1352,0.1556,0.1458,0.1789,"offset",16.187836411,-3.81477041647,0,0,0,0,46010.7642919657,0,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",392710.984325362,0,0,"Bon","Garder",31401.5737457706,3.14015737457706,0,0
871,44,197,2,108,280,290,235,100,204,320,0,311,1.3,267,14,1,1,1,2,2,1,1,285,235,18,541,17,457,0.1277,0.1457,0.1307,0.1578,"offset",16.1596468609,-3.80093609049,0,0,0,0,43739.053814234,0,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",391414.522672987,0,0,"Bon","Garder",31401.5737457268,3.14015737457268,0,0
872,41,200,2,106,280,290,234,100,203,330,0,311,1.3,267,14,1,1,1,2,2,1,1,287,235,18,542,17,460,0.126,0.1452,0.1313,0.1632,"offset",16.1555624601,-3.75945312109,0,0,0,0,45663.731364463,0,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",394297.251431024,0,0,"Bon","Garder",31401.5737457441,3.14015737457441,0,0
873,40,201,2,106,280,290,235,100,204,300,0,311,1.3,267,14,1,1,1,2,2,1,1,290,238,18,543,17,464,0.1269,0.1465,0.131,0.1628,"offset",16.1353478669,-3.74766613221,0,0,0,0,44478.3403618297,0,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",393554.77548423,0,0,"Bon","Garder",31401.5737457694,3.14015737457694,0,0
874,41,200,2,106,280,290,234,100,203,330,0,311,1.3,267,14,1,1,1,2,2,1,1,289,237,18,542,17,462,0.1264,0.1453,0.1287,0.1581,"offset",16.1393233567,-3.76976531341,0,0,0,0,43460.2343038332,0,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",392150.706218635,0,0,"Bon","Garder",31401.5737457429,3.14015737457429,0,0
875,39,202,2,105,280,290,233,99,202,350,0,311,1.3,267,14,1,1,1,2,2,1,1,287,235,18,542,17,462,0.1259,0.1457,0.1326,0.1665,"offset",16.1549272916,-3.74526597945,0,0,0,0,46482.8297286543,0,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",395353.595934762,0,0,"Bon","Garder",31401.573745779,3.1401573745779,0,0
876,41,201,2,106,280,290,233,99,202,370,0,311,1.3,267,14,1,1,1,2,2,1,1,285,233,18,541,17,458,0.1282,0.1469,0.1353,0.1649,"offset",16.1649351625,-3.76726772453,0,0,0,0,46119.271743486,0,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",394464.563197639,0,0,"Bon","Garder",31401.5737457308,3.14015737457308,0,0
877,35,207,3,99,280,292,227,96,196,340,0,311,1.5,268,14,1,1,1,2,2,1,1,281,229,18,541,17,459,0.1397,0.1611,0.1658,0.1915,"offset",16.2053758132,-3.70237436169,0,0,0,0,54011.8399009324,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",402869.407339809,0,1,"A_verifier","Verifier_manuel",31401.5737457313,3.14015737457313,0,0
878,136,255,4,162,291,306,160,70,139,30,0,311,1.4,261,15,2,2,1,1,1,1,1,195,154,18,377,17,309,0.1365,0.1546,0.149,0.178,"offset",16.9899260495,-1.64587808011,0,0,0,0,6756.42274422244,0,0,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",636226.49349533,0,0,"Bon","Garder",31401.5737457608,3.14015737457608,0,0
879,102,261,5,102,289,304,174,73,150,30,0,311,1.3,261,36,2,1,1,1,1,1,1,205,163,18,402,17,358,0.1521,0.1733,0.142,0.1847,"offset",16.8301905029,-2.05501331253,0,0,0,0,55156.6559393788,1,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",588676.926013226,0,2,"A_verifier","Verifier_manuel",31401.5737457621,3.14015737457621,0,0
880,78,165,4,105,286,297,306,111,256,150,12,311,1.3,268,14,3,3,1,1,1,1,1,362,286,18,678,19,580,0.1936,0.2619,0.1989,0.2627,"offset",15.8195002098,-2.79305235054,0,0,0,0,7244.40767947976,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",454028.74637367,0,0,"Bon","Garder",31401.5737457424,3.14015737457424,0.12,0.376818884948909
881,85,147,13,122,287,295,324,116,269,0,0,311,2.1,286,13,3,2,1,1,1,1,1,374,297,18,644,19,537,0.163,0.2113,0.1908,0.2705,"comm_ctr",15.7144273516,-2.67123499087,0,0,0,0,10882.2353118932,0,0,0,1,0,0,1,1,19,1,2,1,1,"Meme_zone_jittering_legitime",459345.579351676,0,1,"A_verifier","Fusionner_jittering",31401.5737457601,3.14015737457601,0,0
882,70,118,31,151,288,293,357,124,294,0,0,311,1.6,292,13,3,3,1,1,1,1,1,405,318,18,684,19,552,0.1931,0.2522,0.2188,0.2872,"offset",15.475104571,-2.55355865266,0,0,0,0,9933.7371228971,0,0,0,1,0,0,1,1,0,0,746,1,4,"Non_doublon",457842.539039166,0,0,"Bon","Garder",31401.5737457592,3.14015737457592,0,0
883,73,165,13,124,285,295,308,113,258,50,9,311,1.2,271,20,3,3,1,1,1,1,1,367,294,18,631,19,528,0.2027,0.2798,0.2203,0.2915,"offset",15.7984882976,-2.90959994698,0,0,0,0,3399.57869850439,0,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",441785.948353628,0,1,"A_verifier","Verifier_manuel",31401.5737457693,3.14015737457693,0.09,0.282614163711924
884,85,147,13,122,287,295,324,116,269,0,0,311,2.1,286,13,3,2,1,1,1,1,1,374,297,18,644,19,537,0.163,0.2113,0.1908,0.2705,"comm_ctr",15.7144273516,-2.67123499087,0,0,0,0,10882.2353118932,0,0,0,1,0,0,1,1,19,1,2,1,1,"Meme_zone_jittering_legitime",459345.579351676,0,1,"A_verifier","Fusionner_jittering",31401.5737457601,3.14015737457601,0,0
885,123,86,1,256,295,303,282,104,235,0,0,311,1.5,328,14,1,1,2,1,1,1,2,315,260,18,657,19,517,0.1364,0.1685,0.1372,0.171,"comm_ctr",15.61578637,-1.01310666371,0,0,0,0,44960.3156955741,0,0,1,1,0,0,1,1,20,1,5,1,1,"Meme_zone_jittering_legitime",621858.409083269,0,1,"A_verifier","Fusionner_jittering",31401.5737457764,3.14015737457764,0,0
886,123,86,1,256,295,303,282,104,235,0,0,311,1.5,328,14,1,1,2,1,1,1,2,315,260,18,657,19,517,0.1364,0.1685,0.1372,0.171,"comm_ctr",15.61578637,-1.01310666371,0,0,0,0,44960.3156955741,0,0,1,1,0,0,1,1,20,1,5,1,1,"Meme_zone_jittering_legitime",621858.409083269,0,1,"A_verifier","Fusionner_jittering",31401.5737457764,3.14015737457764,0,0
887,123,86,1,256,295,303,282,104,235,0,0,311,1.5,328,14,1,1,2,1,1,1,2,315,260,18,657,19,517,0.1364,0.1685,0.1372,0.171,"comm_ctr",15.61578637,-1.01310666371,0,0,0,0,44960.3156955741,0,0,1,1,0,0,1,1,20,1,5,1,1,"Meme_zone_jittering_legitime",621858.409083269,0,1,"A_verifier","Fusionner_jittering",31401.5737457764,3.14015737457764,0,0
888,123,86,1,256,295,303,282,104,235,0,0,311,1.5,328,14,1,1,2,1,1,1,2,315,260,18,657,19,517,0.1364,0.1685,0.1372,0.171,"comm_ctr",15.61578637,-1.01310666371,0,0,0,0,44960.3156955741,0,0,1,1,0,0,1,1,20,1,5,1,1,"Meme_zone_jittering_legitime",621858.409083269,0,1,"A_verifier","Fusionner_jittering",31401.5737457764,3.14015737457764,0,0
889,123,86,1,256,295,303,282,104,235,0,0,311,1.5,328,14,1,1,2,1,1,1,2,315,260,18,657,19,517,0.1364,0.1685,0.1372,0.171,"comm_ctr",15.61578637,-1.01310666371,0,0,0,0,44960.3156955741,0,0,1,1,0,0,1,1,20,1,5,1,1,"Meme_zone_jittering_legitime",621858.409083269,0,1,"A_verifier","Fusionner_jittering",31401.5737457764,3.14015737457764,0,0
890,58,259,5,58,287,307,184,76,158,30,2,311,1.2,261,15,1,1,1,2,2,1,1,199,156,18,467,17,381,0.1479,0.1887,0.1303,0.1438,"offset",16.7620621149,-2.48629679138,0,0,0,0,102769.427121356,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",546308.673500844,0,1,"A_verifier","Verifier_manuel",31401.5737457575,3.14015737457575,0.02,0.0628031474915149
891,67,258,5,67,287,307,183,76,157,50,4,311,1.2,261,16,1,1,1,2,2,1,1,202,159,18,454,17,371,0.1391,0.1826,0.13,0.1561,"offset",16.8001376597,-2.37858642202,0,0,0,0,89998.9576313261,1,1,1,0,0,0,1,1,0,0,746,1,4,"Non_doublon",558351.665446812,0,2,"A_verifier","Verifier_manuel",31401.5737457742,3.14015737457742,0.04,0.125606294983097
892,81,260,4,81,288,306,177,74,153,30,0,311,1.2,262,36,1,1,1,2,2,1,1,198,158,18,402,18,341,0.1417,0.1654,0.125,0.1506,"offset",16.8280268465,-2.2399180667,0,0,0,0,74325.3715142292,1,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",572358.107114371,0,2,"A_verifier","Verifier_manuel",31401.5737457606,3.14015737457606,0,0
893,83,236,25,83,289,305,203,83,174,0,0,311,2.2,269,13,3,3,1,1,1,1,1,224,179,18,424,17,364,0.1649,0.2021,0.1624,0.2068,"comm_ctr",16.6296384585,-2.23564931046,0,0,0,0,84283.8022498649,1,0,0,1,0,0,1,1,21,1,2,1,1,"Meme_zone_jittering_legitime",558551.177666169,0,2,"A_verifier","Fusionner_jittering",31401.5737457676,3.14015737457676,0,0
