"grappe","dist_popcenter","dist_border","dist_road","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2017_tot","h2017_wetQ","h2017_wetQstart","ndvi_avg","ndvi_max","h2017_ndvi_avg","h2017_ndvi_max","type","lat_dd_mod","lon_dd_mod","hors_mali","hors_mali_utm","erreur_projection","hors_mali_reel","proche_frontiere","dans_eau_suspect","zone_humide_twi","zone_non_cultivee","zone_inhabitee","erreur_saisie","derive_gps","exploitation","passage","cluster","doublon","nb_grappes_cluster","nb_passages_cluster","nb_exploitations_cluster","origine_doublon","distance_centre","suspect_distance","score","niveau","decision","surface_gps_m2","surface_gps_ha","hybrid_V8_prop","surface_cultivee_ha"
270,14,155,3,34,273,262,907,275,657,420,24,312,3.7,332,14,1,1,4,1,1,1,4,832,590,18,793,18,557,0.3026,0.3739,0.2938,0.3696,"offset",12.685906828,-7.82039069496,0,0,0,0,13447.9944874002,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",211433.502963717,0,0,"Bon","Garder",31401.5737457876,3.14015737457876,0.24,0.753637769898903
271,10,151,3,37,274,262,914,277,662,1670,21,312,3.5,333,13,1,1,4,1,1,1,4,838,595,18,807,18,567,0.3002,0.3717,0.2836,0.3688,"offset",12.6711493205,-7.84057514667,0,0,0,0,10931.8755095869,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",214237.481677967,0,0,"Bon","Garder",31401.5737458076,3.14015737458076,0.21,0.65943304866196
272,17,149,3,39,274,263,910,272,652,360,31,312,1.9,336,14,1,1,3,1,1,1,3,853,602,18,843,18,592,0.3027,0.383,0.2713,0.3457,"offset",12.6144063351,-7.81563882806,0,0,0,0,12921.3824688849,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",215650.109222008,0,0,"Bon","Garder",31401.573745769,3.1401573745769,0.31,0.973448786118838
273,5,133,2,31,278,265,952,284,683,7150,10,312,3.5,343,13,1,1,4,1,1,1,4,844,595,18,834,18,576,0.2837,0.3588,0.2303,0.3163,"offset",12.5559829551,-8.02268943151,0,0,0,0,52.9679187144101,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",238392.095032883,0,0,"Bon","Garder",31401.5737456749,3.14015737456749,0.1,0.314015737456749
274,7,130,3,38,278,266,948,279,674,4750,19,312,2.2,343,13,1,1,3,1,1,1,3,849,598,18,829,18,578,0.2894,0.3643,0.2462,0.3361,"offset",12.5253324972,-8.01629331221,0,0,0,0,3074.03279415687,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",239765.631141953,0,0,"Bon","Garder",31401.5737457336,3.14015737457336,0.19,0.596629901168938
275,4,148,4,31,274,260,937,290,688,5030,11,312,4.5,368,13,1,1,5,1,1,1,5,821,586,18,809,18,574,0.2865,0.3577,0.2621,0.3141,"offset",12.7248353988,-7.94332796289,0,0,0,0,4449.87275811482,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",220620.903788433,0,0,"Bon","Garder",31401.5737458109,3.14015737458109,0.11,0.34541731120392
276,53,159,18,99,269,261,967,306,734,70,24,312,3.2,363,13,1,1,5,1,1,1,5,770,542,18,834,17,596,0.3368,0.426,0.3127,0.4143,"offset",13.0350761895,-8.46448507507,0,0,0,0,11884.1766501184,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",259308.804327335,0,0,"Bon","Garder",31401.5737457536,3.14015737457536,0.24,0.753637769898087
277,16,116,3,73,279,266,964,278,675,340,38,312,1.4,335,13,1,1,2,1,1,1,2,824,577,18,803,18,555,0.3183,0.3927,0.2782,0.3511,"offset",12.4445692075,-8.06100056922,0,0,0,0,13345.1597804906,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",249132.782142599,0,0,"Bon","Garder",31401.5737457355,3.14015737457355,0.38,1.19325980233795
278,58,89,12,117,271,258,1043,292,748,80,3,312,4.1,419,13,1,1,4,1,1,1,5,850,587,18,834,17,616,0.3498,0.4384,0.3304,0.4097,"offset",12.4409122926,-8.52321435655,0,0,0,0,38269.9403959277,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",292692.309330224,0,0,"Bon","Garder",31401.5737458081,3.14015737458081,0.03,0.0942047212374243
279,51,87,4,111,274,260,1030,287,730,100,24,312,2.7,382,13,1,1,2,1,1,1,2,824,568,18,810,17,587,0.3454,0.4347,0.3237,0.3786,"offset",12.3293824378,-8.45026621907,0,0,0,0,52498.6131823789,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",292360.539913926,0,1,"A_verifier","Verifier_manuel",31401.5737458128,3.14015737458128,0.24,0.753637769899506
280,1,143,2,57,274,256,978,303,732,6980,0,312,6.8,437,13,1,1,5,1,1,1,5,804,567,18,825,17,602,0.2801,0.356,0.2507,0.293,"comm_ctr",12.7360151436,-8.074058527,0,0,0,0,5753.01055747463,0,0,0,0,0,0,1,1,9,1,5,1,1,"Meme_zone_jittering_legitime",232613.609288824,0,1,"A_verifier","Fusionner_jittering",31401.5737458025,3.14015737458025,0,0
281,1,143,2,57,274,256,978,303,732,6980,0,312,6.8,437,13,1,1,5,1,1,1,5,804,567,18,825,17,602,0.2801,0.356,0.2507,0.293,"comm_ctr",12.7360151436,-8.074058527,0,0,0,0,5753.01055747463,0,0,0,0,0,0,1,1,9,1,5,1,1,"Meme_zone_jittering_legitime",232613.609288824,0,1,"A_verifier","Fusionner_jittering",31401.5737458025,3.14015737458025,0,0
282,1,143,2,57,274,256,978,303,732,6980,0,312,6.8,437,13,1,1,5,1,1,1,5,804,567,18,825,17,602,0.2801,0.356,0.2507,0.293,"comm_ctr",12.7360151436,-8.074058527,0,0,0,0,5753.01055747463,0,0,0,0,0,0,1,1,9,1,5,1,1,"Meme_zone_jittering_legitime",232613.609288824,0,1,"A_verifier","Fusionner_jittering",31401.5737458025,3.14015737458025,0,0
283,1,143,2,57,274,256,978,303,732,6980,0,312,6.8,437,13,1,1,5,1,1,1,5,804,567,18,825,17,602,0.2801,0.356,0.2507,0.293,"comm_ctr",12.7360151436,-8.074058527,0,0,0,0,5753.01055747463,0,0,0,0,0,0,1,1,9,1,5,1,1,"Meme_zone_jittering_legitime",232613.609288824,0,1,"A_verifier","Fusionner_jittering",31401.5737458025,3.14015737458025,0,0
284,1,143,2,57,274,256,978,303,732,6980,0,312,6.8,437,13,1,1,5,1,1,1,5,804,567,18,825,17,602,0.2801,0.356,0.2507,0.293,"comm_ctr",12.7360151436,-8.074058527,0,0,0,0,5753.01055747463,0,0,0,0,0,0,1,1,9,1,5,1,1,"Meme_zone_jittering_legitime",232613.609288824,0,1,"A_verifier","Fusionner_jittering",31401.5737458025,3.14015737458025,0,0
285,70,202,20,86,270,262,888,279,669,20,26,312,2.3,361,13,1,1,4,1,1,1,4,713,514,18,774,17,585,0.3108,0.4021,0.2798,0.3582,"offset",13.367392109,-8.17762508281,0,0,0,0,30773.598382767,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",219074.715330986,0,0,"Bon","Garder",31401.5737457848,3.14015737457848,0.26,0.816440917390405
286,102,209,38,121,272,264,828,263,633,60,28,312,1.9,349,14,1,1,4,1,1,1,4,728,532,18,724,18,526,0.3085,0.3953,0.3115,0.398,"offset",13.6002789323,-8.37615189819,0,0,0,0,16433.2232013999,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",237891.043612789,0,0,"Bon","Garder",31401.5737457885,3.14015737457885,0.28,0.879244064882079
287,100,191,10,104,271,262,814,256,619,70,37,312,1.5,423,15,1,1,2,1,1,1,2,687,497,18,781,18,575,0.275,0.3534,0.2746,0.3789,"offset",13.6634205087,-8.11082037108,0,0,0,0,42727.1462313387,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",208074.929613088,0,0,"Bon","Garder",31401.5737457136,3.14015737457136,0.37,1.1618582285914
288,92,187,8,92,272,263,805,254,611,90,44,312,1.8,392,16,1,1,3,1,1,1,3,681,495,18,801,17,605,0.2858,0.37,0.2831,0.3696,"offset",13.6120433147,-7.91028210673,0,0,0,0,63167.4436532194,1,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",186041.679231193,0,2,"A_verifier","Verifier_manuel",31401.5737457597,3.14015737457597,0.44,1.38166924481343
289,90,190,7,90,272,263,812,256,616,90,44,312,1.8,395,14,1,1,3,1,1,1,3,693,503,18,815,17,614,0.2849,0.3701,0.279,0.363,"offset",13.5879756043,-7.94313906797,0,0,0,0,58904.5909109269,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",189883.500437134,0,1,"A_verifier","Verifier_manuel",31401.5737457499,3.14015737457499,0.44,1.381669244813
290,87,188,13,87,272,262,804,255,610,90,37,312,1.9,389,16,1,1,3,1,1,1,3,682,498,18,779,17,592,0.2854,0.3701,0.2827,0.3704,"offset",13.5951685639,-7.87710158539,0,0,0,0,66209.4968434596,1,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",182490.902418048,0,2,"A_verifier","Verifier_manuel",31401.5737457983,3.14015737457983,0.37,1.16185822859454
291,74,203,8,74,270,260,841,265,635,60,37,312,1.6,405,13,1,1,5,1,1,1,5,705,516,18,763,17,593,0.2838,0.3638,0.2652,0.3564,"offset",13.4531472577,-7.91970453802,0,0,0,0,58997.2657673616,1,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",189109.805589189,0,1,"A_verifier","Verifier_manuel",31401.5737457639,3.14015737457639,0.37,1.16185822859326
292,167,153,21,209,274,267,647,214,514,20,7,312,2.2,340,14,3,2,1,1,1,1,1,601,444,18,648,18,514,0.3044,0.3915,0.312,0.3985,"offset",14.2458191179,-8.36069424806,0,0,0,0,7496.4756812709,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",243540.738814529,0,0,"Bon","Garder",31401.5737456987,3.14015737456987,0.07,0.219811016219891
293,151,148,10,152,273,267,666,219,524,40,31,312,2.2,340,14,1,1,3,1,1,1,3,610,444,18,597,18,446,0.2874,0.372,0.3083,0.415,"offset",14.1448420127,-8.10847716416,0,0,0,0,20975.4979265938,0,0,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",213498.330476801,0,0,"Bon","Garder",31401.5737457303,3.14015737457303,0.31,0.97344878611764
294,118,182,16,126,274,265,768,245,591,80,30,312,1.9,352,16,1,1,3,1,1,1,4,660,482,18,714,18,525,0.2934,0.3853,0.2931,0.4039,"offset",13.8013501963,-8.22421355574,0,0,0,0,26073.9439641345,0,1,0,0,0,0,1,1,0,0,746,1,4,"Non_doublon",220835.225522837,0,1,"A_verifier","Verifier_manuel",31401.5737457909,3.14015737457909,0.3,0.942047212373726
