"grappe","dist_popcenter","dist_border","dist_road","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2017_tot","h2017_wetQ","h2017_wetQstart","ndvi_avg","ndvi_max","h2017_ndvi_avg","h2017_ndvi_max","type","lat_dd_mod","lon_dd_mod"
283,1,143,2,57,274,256,978,303,732,6980,0,312,6.8,437,13,1,1,5,1,1,1,5,804,567,18,825,17,602,0.2801,0.356,0.2507,0.293,"comm_ctr",12.7360151436,-8.074058527
284,1,143,2,57,274,256,978,303,732,6980,0,312,6.8,437,13,1,1,5,1,1,1,5,804,567,18,825,17,602,0.2801,0.356,0.2507,0.293,"comm_ctr",12.7360151436,-8.074058527
285,70,202,20,86,270,262,888,279,669,20,26,312,2.3,361,13,1,1,4,1,1,1,4,713,514,18,774,17,585,0.3108,0.4021,0.2798,0.3582,"offset",13.367392109,-8.17762508281
286,102,209,38,121,272,264,828,263,633,60,28,312,1.9,349,14,1,1,4,1,1,1,4,728,532,18,724,18,526,0.3085,0.3953,0.3115,0.398,"offset",13.6002789323,-8.37615189819
287,100,191,10,104,271,262,814,256,619,70,37,312,1.5,423,15,1,1,2,1,1,1,2,687,497,18,781,18,575,0.275,0.3534,0.2746,0.3789,"offset",13.6634205087,-8.11082037108
288,92,187,8,92,272,263,805,254,611,90,44,312,1.8,392,16,1,1,3,1,1,1,3,681,495,18,801,17,605,0.2858,0.37,0.2831,0.3696,"offset",13.6120433147,-7.91028210673
289,90,190,7,90,272,263,812,256,616,90,44,312,1.8,395,14,1,1,3,1,1,1,3,693,503,18,815,17,614,0.2849,0.3701,0.279,0.363,"offset",13.5879756043,-7.94313906797
290,87,188,13,87,272,262,804,255,610,90,37,312,1.9,389,16,1,1,3,1,1,1,3,682,498,18,779,17,592,0.2854,0.3701,0.2827,0.3704,"offset",13.5951685639,-7.87710158539
291,74,203,8,74,270,260,841,265,635,60,37,312,1.6,405,13,1,1,5,1,1,1,5,705,516,18,763,17,593,0.2838,0.3638,0.2652,0.3564,"offset",13.4531472577,-7.91970453802
292,167,153,21,209,274,267,647,214,514,20,7,312,2.2,340,14,3,2,1,1,1,1,1,601,444,18,648,18,514,0.3044,0.3915,0.312,0.3985,"offset",14.2458191179,-8.36069424806
293,151,148,10,152,273,267,666,219,524,40,31,312,2.2,340,14,1,1,3,1,1,1,3,610,444,18,597,18,446,0.2874,0.372,0.3083,0.415,"offset",14.1448420127,-8.10847716416
294,118,182,16,126,274,265,768,245,591,80,30,312,1.9,352,16,1,1,3,1,1,1,4,660,482,18,714,18,525,0.2934,0.3853,0.2931,0.4039,"offset",13.8013501963,-8.22421355574
295,105,166,18,105,270,262,745,239,572,70,32,312,1.8,402,14,1,1,2,1,1,1,3,656,480,18,745,17,546,0.287,0.3698,0.2755,0.3847,"offset",13.750045529,-7.84393155876
296,103,161,30,103,271,263,721,234,557,30,42,312,1.7,362,15,1,1,2,1,1,1,2,655,480,18,647,18,497,0.2797,0.3553,0.2515,0.3336,"offset",13.7931851334,-7.71650238843
297,85,184,22,85,271,261,788,251,600,50,37,312,1.8,387,16,1,1,3,1,1,1,3,678,497,18,735,17,555,0.2845,0.3668,0.277,0.3648,"offset",13.5960788824,-7.81457504133
298,70,192,24,70,270,261,797,254,606,70,46,312,1.8,378,14,1,1,4,1,1,1,4,674,494,18,744,17,561,0.2918,0.3866,0.291,0.3924,"offset",13.4919250553,-7.69927023877
299,63,206,14,63,270,260,838,265,633,70,35,312,1.6,388,13,1,1,5,1,1,1,5,703,512,18,737,17,563,0.2876,0.368,0.2748,0.3603,"offset",13.3757236486,-7.82003250405
300,56,208,11,56,270,261,854,269,644,70,29,312,2.1,380,13,1,1,5,1,1,1,5,725,526,18,770,17,596,0.3066,0.398,0.2926,0.3772,"offset",13.2971683435,-7.82566294414
301,55,207,10,55,270,260,858,270,647,60,28,312,2.2,381,13,1,1,5,1,1,1,5,721,520,18,807,17,607,0.3116,0.4068,0.3023,0.3742,"offset",13.264861744,-7.82890860003
302,55,208,11,55,270,261,854,269,644,60,28,312,2.2,378,13,1,1,5,1,1,1,5,721,523,18,781,17,600,0.3096,0.401,0.2974,0.3782,"offset",13.2812529403,-7.81347337145
303,41,191,8,41,270,260,886,277,665,80,32,312,2,376,13,1,1,5,1,1,1,5,701,502,18,875,18,588,0.2978,0.3861,0.2883,0.3465,"offset",13.1130412851,-7.83995125868
304,185,32,2,237,276,275,418,145,344,90,0,312,1.2,272,15,3,3,1,1,1,1,1,439,344,18,424,18,325,0.2641,0.3347,0.2745,0.3336,"offset",14.9813837151,-7.47939530992
305,185,29,4,240,276,275,415,145,342,70,0,312,1.1,272,15,3,3,1,1,1,1,1,437,344,18,420,18,325,0.2621,0.3327,0.2768,0.3285,"offset",14.9951436356,-7.47094704558
306,174,28,3,234,275,274,423,148,348,60,0,312,1.2,268,18,3,3,1,1,1,1,1,440,345,18,425,18,326,0.2651,0.3363,0.2762,0.347,"offset",14.9746700151,-7.4547881891
309,168,13,4,246,274,274,413,147,340,70,0,312,1.2,280,36,3,3,1,1,1,1,1,439,350,18,430,18,324,0.2497,0.3234,0.2464,0.3096,"offset",15.0581169792,-7.32715904543
310,201,29,28,274,278,280,366,130,305,30,0,312,1.4,281,15,3,3,1,1,1,1,1,407,327,18,404,18,290,0.2407,0.3072,0.2407,0.3157,"offset",15.3315973508,-7.48441177022
311,191,31,16,288,280,283,351,127,293,10,0,312,1.9,265,36,3,3,1,1,1,1,1,396,317,18,426,18,340,0.1931,0.2484,0.214,0.305,"offset",15.4605364511,-7.28693304576
312,187,29,12,286,279,282,355,128,296,20,0,312,1.7,269,36,3,3,1,1,1,1,1,398,322,18,450,18,364,0.2001,0.2606,0.2231,0.2953,"offset",15.4590164613,-7.20804115175
313,165,9,3,254,274,275,404,145,333,70,2,312,1.3,275,36,3,3,1,1,1,1,1,439,346,18,439,18,331,0.2216,0.2878,0.2147,0.2876,"offset",15.1339576326,-7.21762544301
316,140,123,46,231,279,277,509,174,416,40,24,312,1.5,273,15,3,3,1,1,1,1,1,510,387,19,510,18,409,0.2802,0.363,0.2924,0.3856,"offset",14.7753595506,-8.38583459709
317,152,121,53,218,279,276,527,179,429,30,13,312,1,263,15,3,3,1,1,1,1,1,511,389,18,566,18,428,0.284,0.3763,0.2968,0.3721,"offset",14.7142361879,-8.24850383765
318,186,97,35,199,277,274,517,176,419,80,16,312,1.6,263,15,3,3,1,1,1,1,1,523,391,18,494,18,360,0.2648,0.3355,0.2727,0.3599,"offset",14.6304895026,-7.99071316159
319,176,111,35,197,277,273,542,183,438,20,42,312,1.7,285,14,3,3,1,1,1,1,1,532,396,18,522,18,382,0.2715,0.3452,0.2777,0.3563,"offset",14.5724077265,-8.09237220283
320,155,103,18,155,271,266,559,190,447,100,35,312,2.2,335,15,1,1,3,1,1,1,3,556,409,18,570,18,484,0.2905,0.3714,0.3024,0.3795,"offset",14.2736858239,-7.51552614953
321,163,102,5,163,274,269,555,188,445,50,41,312,2.4,297,14,1,1,4,1,1,1,4,554,406,18,556,18,451,0.2918,0.374,0.3274,0.4178,"offset",14.3607208044,-7.64874953768
322,163,81,3,178,271,268,509,175,411,70,17,312,1.5,324,15,1,1,2,1,1,1,2,535,393,18,503,18,415,0.2722,0.348,0.2864,0.3853,"offset",14.5017280775,-7.48374169507
323,34,7,3,34,264,252,1078,287,693,100,25,312,2.4,478,13,2,2,1,1,1,1,1,990,596,19,1101,19,712,0.2723,0.3423,0.2593,0.3316,"comm_ctr",11.1930999271,-5.4067283375
324,36,5,2,36,263,252,1078,287,692,120,28,312,2.3,484,13,2,2,1,1,1,1,1,985,589,19,1083,19,692,0.277,0.349,0.2569,0.3449,"offset",11.1593671146,-5.36537884074
325,37,4,2,37,263,251,1078,287,692,130,32,312,2.2,489,13,2,2,1,1,1,1,1,987,590,19,1080,19,687,0.2766,0.3482,0.2553,0.3457,"offset",11.1486542809,-5.36418983066
326,25,28,4,25,263,251,1110,293,710,100,36,312,2.6,485,14,2,2,1,1,1,1,1,1027,633,19,1118,19,713,0.2667,0.3323,0.2569,0.3596,"offset",11.0945204533,-5.62664502313
327,19,35,7,19,263,252,1119,296,717,120,37,312,2.9,476,14,2,1,1,1,1,1,1,1009,622,19,1165,19,782,0.2733,0.3407,0.2758,0.3638,"offset",11.1352679565,-5.68654556043
328,16,44,12,16,270,260,1091,290,707,180,25,312,3,354,13,2,1,1,2,1,1,1,1015,636,18,1110,19,724,0.3118,0.3936,0.3037,0.3828,"offset",11.4470405478,-5.61132412893
329,90,127,32,90,274,263,1024,273,672,130,29,312,2.2,321,21,1,1,2,1,1,1,2,855,544,18,1021,19,646,0.302,0.3883,0.2796,0.359,"offset",11.7444070244,-6.3830844622
330,85,115,20,85,274,263,1037,273,677,90,30,312,2.2,330,13,1,1,2,1,1,1,2,860,546,18,1061,19,693,0.2984,0.3762,0.2781,0.3443,"offset",11.6040599599,-6.38490038749
331,91,115,19,96,274,263,1029,271,671,40,33,312,2.1,325,13,1,1,2,1,1,1,3,859,546,18,1041,19,677,0.3042,0.3815,0.2874,0.3735,"offset",11.6194521531,-6.46497305094
332,24,42,20,24,271,261,1065,285,692,120,21,312,2.4,341,13,1,1,1,2,1,1,1,964,604,18,1072,19,665,0.3081,0.395,0.3026,0.3597,"offset",11.4727111472,-5.51209617797
333,50,56,44,50,272,262,1013,272,666,100,20,312,1.3,322,14,1,1,1,3,1,1,2,915,574,18,1035,19,649,0.3072,0.3826,0.2933,0.3348,"offset",11.5897342626,-5.36401144934
334,42,43,33,42,271,260,1035,278,677,110,19,312,1.9,345,14,1,1,1,2,1,1,1,947,590,18,1042,19,668,0.3043,0.382,0.282,0.3288,"offset",11.5120908466,-5.35315123961
335,33,24,17,33,267,256,1061,284,688,70,33,312,2.7,419,13,1,1,1,1,1,1,1,983,602,18,1018,19,653,0.2967,0.3754,0.3039,0.3717,"offset",11.3294408452,-5.36658039823
336,65,119,26,85,271,262,1013,287,680,80,25,312,3.5,347,14,1,1,4,1,1,1,4,802,528,18,928,19,592,0.3099,0.3886,0.3194,0.3755,"offset",12.038964506,-5.92621602379
337,70,55,34,71,272,260,1084,287,698,70,36,312,2.5,328,14,1,1,2,1,1,1,2,929,580,19,1111,19,745,0.3263,0.4035,0.3162,0.4134,"offset",11.0112988488,-6.2828668242
338,50,88,15,50,271,261,1082,299,713,160,28,312,1.7,360,14,1,1,2,1,1,1,2,941,595,18,1039,19,658,0.3113,0.3919,0.326,0.4076,"offset",11.675887344,-5.91970657587
339,50,89,19,50,270,260,1089,299,715,110,31,312,1.8,375,14,2,2,2,1,1,1,2,952,600,18,1058,19,679,0.305,0.3843,0.3171,0.4009,"offset",11.6217349163,-5.98456595614
340,57,95,19,57,272,262,1082,302,716,140,26,312,1.8,343,14,1,1,2,1,1,1,2,944,599,18,1050,19,675,0.3127,0.3955,0.3283,0.4024,"offset",11.7062512521,-5.97733546619
341,25,48,21,25,271,261,1063,284,692,150,26,312,2.5,342,14,1,1,1,2,1,1,1,971,610,18,1082,19,679,0.3149,0.3897,0.3107,0.3675,"offset",11.5139826799,-5.5632463158
342,39,78,11,39,268,258,1094,297,714,60,35,312,2.9,403,13,3,2,1,1,1,1,1,962,606,18,1024,19,652,0.3049,0.3815,0.3119,0.3846,"offset",11.5511677732,-5.88740269133
343,42,79,4,42,267,256,1109,295,718,100,30,312,2.7,431,13,3,2,1,1,1,1,1,990,616,18,1118,19,759,0.2962,0.3724,0.2899,0.3218,"offset",11.3325642691,-6.04497847693
344,32,71,4,32,266,255,1116,297,723,80,28,312,2.3,441,14,2,2,1,1,1,1,1,1004,623,18,1076,19,731,0.3044,0.3852,0.3049,0.3582,"offset",11.3715076034,-5.95489027955
345,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
346,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
347,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
348,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
349,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
350,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
351,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
352,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
353,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
354,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
355,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
356,1,40,0,1,270,259,1120,297,722,6540,9,312,2.4,362,13,3,2,1,1,1,1,1,1050,654,19,1188,19,822,0.2885,0.3571,0.2921,0.3644,"comm_ctr",11.320011977,-5.66939488148
357,44,115,4,227,272,259,1083,288,714,90,23,312,1.7,352,15,1,1,1,1,1,1,1,867,598,18,897,19,548,0.3224,0.3997,0.3127,0.4093,"offset",11.7206599275,-7.70475159148
358,23,124,6,212,270,257,1096,290,726,110,26,313,1.8,358,13,1,1,1,1,1,1,1,895,609,18,814,19,528,0.3292,0.4116,0.3243,0.4057,"offset",11.5858268035,-7.60550843896
359,36,130,6,212,271,258,1076,289,714,50,26,312,1.9,360,13,1,1,1,1,1,1,1,885,606,18,809,19,538,0.3259,0.4035,0.333,0.4344,"comm_ctr",11.6883898132,-7.58639593916
360,22,127,12,194,271,258,1066,288,714,30,27,313,2,343,13,1,1,1,1,1,1,1,879,599,18,826,19,572,0.3297,0.4099,0.3194,0.4046,"offset",11.6146244783,-7.40614268032
361,70,177,54,161,273,262,979,285,675,30,7,312,1.9,347,15,1,1,1,1,1,1,1,768,525,18,868,17,596,0.3304,0.4224,0.3219,0.4021,"offset",12.2377381031,-7.233244444
362,65,164,46,191,272,261,1025,287,691,50,28,312,2.3,351,14,1,1,1,1,1,1,1,804,541,18,865,18,590,0.3293,0.4153,0.3198,0.3778,"offset",11.9797231599,-7.29861571563
363,70,150,41,191,273,261,1025,287,692,30,16,312,2,357,13,1,1,1,1,1,1,1,774,525,18,880,19,605,0.3133,0.3958,0.2985,0.3364,"offset",12.0380247549,-7.44497642485
364,56,99,14,244,271,259,1092,289,717,70,33,312,1.8,370,14,1,1,1,1,1,1,1,853,580,18,883,17,555,0.3329,0.4189,0.3261,0.4309,"offset",11.7174612748,-7.8577391956
365,55,90,20,250,271,258,1110,292,730,90,33,312,2.2,383,13,1,1,1,1,1,1,1,863,584,18,870,16,537,0.3357,0.4231,0.3179,0.4033,"offset",11.6356949226,-7.87432008352
366,70,118,8,132,273,260,1028,275,681,90,32,312,1.6,332,14,1,1,1,1,1,1,1,838,549,18,929,19,626,0.3223,0.4076,0.2914,0.3534,"offset",11.5399093602,-6.87408490515
367,80,98,5,118,273,261,1045,275,684,80,32,312,2,331,13,1,1,1,1,1,1,1,869,564,18,977,19,660,0.3321,0.4256,0.31,0.3795,"offset",11.3757667383,-6.7494200428
368,98,13,10,221,267,255,1234,311,788,110,11,313,2.5,373,14,2,1,1,1,1,1,1,951,592,18,1095,19,640,0.3233,0.3953,0.3174,0.4006,"offset",10.5276526719,-7.50266124363
369,107,35,31,184,267,255,1155,299,738,130,12,313,2.3,361,13,3,2,1,1,1,1,1,937,567,19,1092,15,678,0.298,0.3652,0.2885,0.3613,"offset",10.4880092554,-7.1098305487
370,77,164,29,144,273,261,1000,280,675,60,24,312,2.5,346,16,2,1,2,1,1,1,3,812,541,18,934,19,611,0.3294,0.4169,0.3313,0.3998,"offset",11.9451962817,-7.04938509958
371,75,142,8,143,273,261,1006,274,671,140,37,312,1.6,340,13,1,1,1,1,1,1,1,835,554,18,971,18,618,0.3123,0.3994,0.296,0.3741,"offset",11.742009202,-6.88681866469
372,67,141,9,148,272,260,1013,277,677,80,22,312,1.8,349,17,2,1,1,1,1,1,1,815,538,18,901,19,599,0.3189,0.4089,0.3159,0.4023,"offset",11.6988895672,-6.98575545203
373,97,120,17,116,274,263,1011,267,663,70,39,312,1.5,314,13,1,1,1,1,1,1,1,855,553,18,998,19,667,0.3134,0.3857,0.3041,0.3811,"offset",11.6306362236,-6.60262277633
374,35,129,22,172,272,259,1025,283,694,40,25,312,1.9,343,13,2,1,1,1,1,1,1,876,587,19,1042,18,672,0.3227,0.4079,0.3168,0.3792,"offset",11.6193106355,-7.22377381884
375,51,121,5,150,271,259,1023,279,687,100,39,312,1.8,341,13,1,1,1,1,1,1,1,853,564,18,1000,19,643,0.3243,0.4076,0.304,0.3492,"offset",11.4945496963,-7.05675389565
376,28,40,37,84,270,257,1144,299,722,130,28,313,1.7,346,13,2,2,2,2,1,1,2,912,550,19,992,19,573,0.2963,0.3698,0.2921,0.3912,"offset",10.6047125361,-6.00856024301
377,18,31,29,90,269,256,1157,302,724,120,27,313,2,349,17,3,2,2,2,1,1,2,910,540,19,967,17,543,0.2991,0.3741,0.285,0.3812,"offset",10.5134942927,-5.97828633001
378,9,22,16,78,270,257,1135,300,716,160,32,313,1.7,333,13,1,1,1,1,1,1,2,930,547,19,947,19,543,0.2851,0.358,0.2808,0.3779,"offset",10.605035341,-5.76849351874
379,7,18,13,82,270,257,1140,301,716,150,39,313,1.8,340,13,1,1,1,1,1,1,2,915,532,19,947,19,532,0.2924,0.3698,0.2832,0.3702,"offset",10.5569801572,-5.75750540085
380,6,17,12,83,270,257,1140,301,716,170,38,313,1.8,341,14,1,1,1,1,1,1,2,912,530,19,947,19,531,0.2931,0.3723,0.2832,0.3682,"offset",10.5500027554,-5.75734316714
381,18,22,3,72,270,257,1123,296,709,100,39,313,1.8,342,14,1,1,1,1,1,1,2,961,567,19,974,19,568,0.2859,0.3545,0.2764,0.3892,"offset",10.6827013189,-5.64029087805
382,47,37,35,81,271,259,1116,292,711,150,24,312,2.1,328,15,1,1,2,1,1,1,2,930,562,19,1039,19,617,0.3136,0.3894,0.2944,0.3922,"offset",10.7599941661,-6.15620850422
383,41,36,34,86,271,258,1129,294,716,140,29,312,1.7,327,13,1,1,2,1,1,1,2,912,549,19,1020,20,605,0.3031,0.3702,0.2875,0.3842,"offset",10.6675104697,-6.13096910124
384,32,46,40,71,271,258,1126,297,717,150,9,312,2,339,15,1,1,2,1,1,1,2,951,576,19,1041,19,638,0.2989,0.372,0.2829,0.3691,"offset",10.7827536358,-5.97490495885
385,48,56,42,88,272,260,1113,296,714,140,29,312,2.1,323,14,1,1,2,1,1,1,2,946,581,19,1062,19,660,0.3083,0.3791,0.3026,0.3885,"offset",10.8825176752,-6.02773064436
386,41,35,12,56,264,251,1110,290,702,90,14,313,3.3,459,13,2,2,1,2,1,1,1,969,569,19,1034,15,616,0.2717,0.3335,0.2619,0.3693,"offset",10.873731721,-5.47191472091
387,40,36,12,57,264,251,1111,290,702,80,11,313,3.4,462,13,2,2,1,2,1,1,1,975,575,19,1036,15,618,0.275,0.3392,0.2667,0.3702,"offset",10.8556383467,-5.50233908415
388,30,32,10,67,262,249,1124,292,706,70,12,313,5.3,482,12,2,2,1,1,1,1,1,949,562,19,956,19,559,0.2819,0.3431,0.264,0.3768,"offset",10.6957670428,-5.48514814738
389,23,26,3,69,268,255,1121,294,708,90,37,313,3.2,379,13,1,1,1,1,1,1,2,972,577,19,991,19,587,0.2852,0.3541,0.2816,0.3972,"offset",10.7025230357,-5.60745427198
390,33,38,3,54,270,258,1112,293,707,120,36,313,1.9,353,14,1,1,1,1,1,1,2,990,592,19,1053,19,649,0.2968,0.3658,0.3033,0.4036,"offset",10.8320600573,-5.65254817817
391,22,27,4,67,270,257,1119,295,708,80,37,313,1.8,344,14,1,1,1,1,1,1,2,972,576,19,1000,19,593,0.2865,0.3526,0.2792,0.393,"offset",10.7177697909,-5.64216912056
392,35,27,5,35,263,251,1107,291,706,80,39,312,2.6,476,13,3,2,1,1,1,1,1,1000,612,19,1083,19,665,0.2852,0.3578,0.2615,0.3772,"offset",10.9949099815,-5.60497739622
394,7,47,47,122,268,254,1214,304,739,240,7,313,2.9,356,13,2,2,2,2,1,1,2,882,509,19,1030,17,568,0.3011,0.3788,0.2978,0.3673,"offset",10.2818744893,-6.09103416925
395,6,46,46,119,268,255,1214,304,740,270,5,313,3,356,13,2,2,2,2,1,1,2,890,519,19,1044,17,581,0.3011,0.3777,0.2987,0.3626,"offset",10.3158470565,-6.10534758779
396,18,28,27,103,269,255,1173,302,724,130,30,313,2,351,14,1,1,1,1,1,1,2,904,523,19,1009,17,568,0.3064,0.3915,0.3019,0.3743,"offset",10.4046498569,-5.89172523952
397,95,95,5,102,274,262,1040,273,678,50,26,312,1.9,314,15,1,1,1,1,1,1,1,895,580,18,1069,19,716,0.3227,0.4087,0.3151,0.4092,"offset",11.401358106,-6.60021075097
398,72,79,4,136,271,259,1057,285,692,110,36,312,2,331,13,1,1,1,1,1,1,1,903,584,19,954,19,609,0.3238,0.4042,0.3041,0.3607,"offset",11.0949921424,-6.88593875199
399,86,64,16,141,271,258,1062,288,690,130,40,312,1.8,336,15,3,2,1,1,1,1,1,914,565,19,913,19,579,0.3149,0.3917,0.3076,0.3725,"offset",10.9107509207,-6.87164728986
400,67,78,17,150,270,258,1064,288,698,60,38,312,2,341,14,1,1,1,1,1,1,1,892,572,19,913,19,595,0.3202,0.399,0.3163,0.3712,"offset",11.0154949031,-6.99898127205
401,60,78,22,157,270,257,1068,289,702,50,43,312,2,353,17,1,1,1,1,1,1,1,899,582,19,918,19,608,0.3229,0.3998,0.3296,0.4101,"offset",11.0369742829,-7.09183083877
402,93,49,16,137,270,257,1060,288,685,120,30,312,2,344,15,1,2,1,1,1,1,1,933,575,19,987,19,612,0.3242,0.4007,0.3217,0.4041,"offset",10.7920851316,-6.7825755326
403,90,51,37,157,268,255,1073,293,694,140,38,312,2.4,370,13,3,2,1,1,1,1,1,911,543,19,1064,15,661,0.3101,0.3831,0.2908,0.3936,"offset",10.5518968725,-6.90582249714
404,71,40,25,85,271,259,1079,285,691,90,33,312,2.2,341,13,1,1,2,1,1,1,2,931,576,19,1129,19,736,0.3083,0.385,0.2755,0.3844,"offset",10.9481940956,-6.34507027913
405,69,38,24,85,270,259,1081,286,692,80,35,312,2.1,344,13,1,1,2,1,1,1,2,937,576,19,1145,19,733,0.3053,0.3834,0.2836,0.3748,"offset",10.879355727,-6.33549090078
406,67,33,18,92,271,259,1077,285,688,120,33,312,1.7,340,15,1,1,2,1,1,1,2,944,577,18,1168,19,729,0.3085,0.3872,0.2983,0.3887,"offset",10.8392151541,-6.39150206946
407,63,34,23,87,270,258,1088,287,695,70,34,312,1.9,344,13,1,1,2,1,1,1,2,944,574,18,1134,19,709,0.3116,0.3913,0.2915,0.3835,"offset",10.7972347113,-6.29543126169
408,70,25,4,117,271,258,1062,283,677,70,37,312,1.7,334,13,2,1,2,1,1,1,2,925,571,19,1069,20,628,0.3037,0.3765,0.2933,0.3838,"offset",10.7187935012,-6.57701666801
409,78,33,4,121,271,258,1056,283,677,60,27,312,1.9,329,13,1,1,2,1,1,1,2,932,575,19,1010,19,614,0.3102,0.3851,0.316,0.4021,"offset",10.7775129505,-6.65207622954
410,49,90,14,157,269,257,1051,286,699,100,35,312,1.9,365,13,1,1,1,1,1,1,1,905,588,19,947,19,610,0.3187,0.3972,0.3106,0.4002,"offset",11.1578292527,-7.12948784819
411,98,67,23,104,272,260,1053,280,682,60,28,312,2.3,328,13,1,1,2,1,1,1,2,954,600,18,1075,19,708,0.314,0.3994,0.2906,0.3706,"offset",11.1486215954,-6.60246913517
412,29,117,18,110,270,262,933,261,635,80,38,312,1.1,354,13,1,1,2,1,1,1,2,819,565,18,846,19,559,0.2942,0.3739,0.3107,0.3765,"offset",12.3277262313,-5.69513802921
413,11,103,7,119,269,260,911,254,626,90,42,312,1.4,389,36,1,1,2,1,1,1,2,830,572,18,871,19,565,0.2822,0.3592,0.2828,0.307,"offset",12.3700431028,-5.58404187608
414,18,76,4,119,269,261,891,236,603,90,34,312,1.6,361,14,1,1,2,1,1,1,2,831,559,18,795,19,499,0.2778,0.3576,0.3093,0.3848,"offset",12.2997937046,-5.30513830653
415,27,106,17,137,273,264,826,233,576,100,43,312,1.3,317,14,1,1,2,1,1,1,2,756,527,17,800,19,571,0.2813,0.3564,0.2872,0.3616,"offset",12.6294050347,-5.46074485885
416,74,177,48,143,275,266,902,276,635,160,42,312,1.4,302,14,1,1,2,1,1,1,2,746,507,18,801,19,498,0.3108,0.4021,0.2981,0.3968,"offset",12.4793686528,-6.23524264356
417,52,144,35,126,271,263,918,267,635,120,36,312,1.4,343,13,1,1,2,1,1,1,2,779,532,18,795,19,511,0.2924,0.3725,0.2951,0.3616,"offset",12.4153127702,-5.94654143937
418,39,130,28,118,270,262,929,264,636,100,41,312,1.3,350,14,1,1,2,1,1,1,2,787,541,18,811,19,537,0.2965,0.3728,0.2948,0.3613,"offset",12.3653634021,-5.808970465
419,52,60,8,150,272,264,872,243,612,100,40,312,1.3,327,15,1,1,2,1,1,1,2,739,493,18,852,19,630,0.2841,0.3657,0.2984,0.354,"offset",12.5106130807,-4.96828189093
420,30,82,4,144,273,265,826,229,576,80,44,312,1.3,312,14,1,1,2,1,1,1,2,771,524,18,848,19,607,0.2849,0.3659,0.297,0.3426,"offset",12.5535986728,-5.24459388691
421,46,86,7,156,274,265,788,225,559,80,35,312,1.3,306,13,1,1,2,1,1,1,2,755,517,18,865,19,658,0.2824,0.3603,0.2915,0.3518,"offset",12.6902727841,-5.16126186212
422,38,79,25,87,272,264,942,250,627,100,21,312,1.5,318,15,1,1,2,1,1,1,2,810,532,18,927,16,587,0.3018,0.3795,0.3316,0.3955,"offset",12.0540524578,-5.38973045597
423,29,121,4,139,272,264,883,259,620,130,47,312,1.5,324,14,1,1,2,1,1,1,2,782,548,18,882,19,591,0.282,0.3499,0.2865,0.3626,"offset",12.549967496,-5.66627954191
424,18,140,5,102,274,266,812,242,577,80,49,312,1.3,310,14,1,1,2,1,1,1,2,735,512,18,884,19,569,0.2838,0.3551,0.2943,0.3499,"offset",12.7572425354,-5.72466650842
