"grappe","dist_popcenter","dist_border","dist_road","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","popdensity","hybrid_V8","ssa_aez09","afmnslp_pct","srtm_1k","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2017_tot","h2017_wetQ","h2017_wetQstart","ndvi_avg","ndvi_max","h2017_ndvi_avg","h2017_ndvi_max","type","lat_dd_mod","lon_dd_mod"
1014,2,138,1,2,278,264,960,292,699,10000,0,312,5.4,350,15,1,1,4,1,1,1,4,834,592,18,834,17,584,0.2475,0.3047,0.1765,0.2233,"comm_ctr",12.6542221461,-8.0177238395
1015,2,138,1,2,278,264,960,292,699,10000,0,312,5.4,350,15,1,1,4,1,1,1,4,834,592,18,834,17,584,0.2475,0.3047,0.1765,0.2233,"comm_ctr",12.6542221461,-8.0177238395
1016,2,138,1,2,278,264,960,292,699,10000,0,312,5.4,350,15,1,1,4,1,1,1,4,834,592,18,834,17,584,0.2475,0.3047,0.1765,0.2233,"comm_ctr",12.6542221461,-8.0177238395
1017,2,138,1,2,278,264,960,292,699,10000,0,312,5.4,350,15,1,1,4,1,1,1,4,834,592,18,834,17,584,0.2475,0.3047,0.1765,0.2233,"comm_ctr",12.6542221461,-8.0177238395
1018,2,138,1,2,278,264,960,292,699,10000,0,312,5.4,350,15,1,1,4,1,1,1,4,834,592,18,834,17,584,0.2475,0.3047,0.1765,0.2233,"comm_ctr",12.6542221461,-8.0177238395
1019,2,138,1,2,278,264,960,292,699,10000,0,312,5.4,350,15,1,1,4,1,1,1,4,834,592,18,834,17,584,0.2475,0.3047,0.1765,0.2233,"comm_ctr",12.6542221461,-8.0177238395
1020,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1021,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1022,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1023,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1024,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1025,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1026,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1027,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1028,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1029,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1030,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1031,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1032,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1033,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1034,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1035,3,136,1,3,278,266,963,290,698,10490,0,312,3.6,338,14,1,1,4,1,1,1,4,833,590,18,839,17,585,0.2442,0.3004,0.1728,0.2198,"comm_ctr",12.635118698,-8.033594577
1036,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1037,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1038,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1039,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1040,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1041,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1042,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1043,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1044,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1045,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1046,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1047,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1048,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1049,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1050,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1051,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1052,4,135,3,5,278,265,948,283,681,10330,0,312,3.6,349,13,1,1,4,1,1,1,4,847,599,18,841,16,577,0.2706,0.3437,0.2009,0.2836,"comm_ctr",12.6003453889,-8.00155991589
1053,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1054,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1055,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1056,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1057,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1058,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1059,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1060,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1061,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1062,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1064,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1065,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1066,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1067,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1068,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1069,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
1070,7,138,1,7,276,263,934,281,671,9540,0,312,2,339,13,1,1,3,1,1,1,3,857,610,18,832,16,573,0.286,0.363,0.2251,0.3171,"comm_ctr",12.59434701,-7.951431302
