"grappe","exploitation","passage","s11cq01","s11cq02","s11cq03","s11cq05","s11cq06","s11cq07","s11cq08","s11cq09","s11cq10","s11cq11a","s11cq11b","s11cq12","s11cq13","s11cq14a","s11cq14b","s11cq15","s11cq16a","s11cq16b","s11cq16c","s11cq17","s11cq18"
37,5,1,2,5,121,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,30,7,2,6,4,50,3,2
37,6,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,14,2,2,1.79769313486232e+308,23,7,2,9,4,50,2,7
37,7,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,30,7,2,7,4,100,2,7
37,8,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,23,7,2,1,4,50,2,5
37,9,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,20,6,3,15,4,100,2,5
38,1,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,23,6,2,3,4,50,2,5
38,2,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,19,6,2,2,4,50,2,7
38,3,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,25,6,3,10,4,50,2,7
38,4,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,35,2,2,1.79769313486232e+308,19,7,2,16,4,100,2,7
38,5,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,23,7,2,12,4,100,2,7
38,6,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,29,6,2,4,4,50,2,7
38,7,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,20,7,2,7,4,100,2,7
38,8,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,25,7,2,8,4,100,2,7
38,9,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,10,7,2,7,4,100,2,2
39,1,1,6,1,121,0,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,25,7,2,6,4,50,2,9
39,2,1,3,2,121,1,1,100,2,1.79769313486232e+308,1,22,2,2,1.79769313486232e+308,26,7,2,2,4,100,2,9
39,3,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,30,2,1,2500,18,7,2,3,4,100,2,9
39,4,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,20,2,1,2000,20,7,2,2,4,100,3,2
39,5,1,5,1,121,1,1,100,2,1.79769313486232e+308,1,23,2,2,1.79769313486232e+308,18,7,2,2,4,100,2,9
39,6,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,17,7,2,300,8,2.5,2,9
39,7,1,4,1,121,1,1,100,2,1.79769313486232e+308,1,22,2,2,1.79769313486232e+308,26,7,3,3,4,100,2,9
39,8,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,23,2,2,1.79769313486232e+308,18,7,2,200,8,2.5,2,9
39,9,1,5,2,121,1,1,100,2,1.79769313486232e+308,1,23,2,2,1.79769313486232e+308,2,8,2,1.5,4,100,2,9
40,1,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,13,7,2,100,8,2.5,2,5
40,2,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,15,7,2,100,8,2.5,2,5
40,3,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,17,2,2,1.79769313486232e+308,15,7,2,3,4,50,2,9
40,4,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,25,7,2,80,8,2.5,2,5
40,6,1,6,1,121,1,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,13,7,3,3,4,50,2,9
40,7,1,4,1,121,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,20,7,2,5,4,50,2,9
40,8,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,15,7,2,100,8,2.5,2,5
40,9,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,25,7,3,4,4,50,2,2
41,1,1,3,2,121,12,1,100,2,1.79769313486232e+308,1,28,2,2,1.79769313486232e+308,2,8,2,90,8,2.5,2,9
41,2,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,28,2,2,1.79769313486232e+308,6,8,2,85,8,2.5,2,7
41,3,1,5,1,121,1,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,2,8,2,70,8,2.5,2,7
41,4,1,6,1,102,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,8,8,2,20,8,2.5,2,7
41,5,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,28,7,2,90,8,2.5,2,7
41,6,1,1,1,102,17,1,100,2,1.79769313486232e+308,1,48,2,2,1.79769313486232e+308,8,8,2,395,8,2.5,3,9
41,7,1,4,2,121,22,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,3,8,2,75,8,2.5,2,9
41,8,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,45,2,2,1.79769313486232e+308,13,8,2,320,8,2.5,2,7
41,9,1,3,2,102,1,1,100,2,1.79769313486232e+308,1,27,2,2,1.79769313486232e+308,11,8,2,130,8,2.5,2,7
42,1,1,7,1,103,1,1,100,1,5,1,10,2,2,1.79769313486232e+308,7,8,2,100,8,2.5,2,7
42,2,1,5,1,121,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,1,8,2,175,8,2.5,2,7
42,3,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,27,2,2,1.79769313486232e+308,27,7,2,190,8,2.5,2,7
42,4,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,30,7,2,300,8,2.5,2,7
42,5,1,5,3,121,1,1,100,2,1.79769313486232e+308,1,28,2,2,1.79769313486232e+308,7,8,2,140,8,2.5,2,7
42,6,1,4,1,121,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,4,8,2,220,8,2.5,2,7
42,7,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,2,8,2,150,8,2.5,2,7
42,8,1,4,1,121,1,1,100,2,1.79769313486232e+308,1,28,2,2,1.79769313486232e+308,3,8,2,175,8,2.5,2,7
42,9,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,23,2,2,1.79769313486232e+308,24,7,2,175,8,2.5,2,7
43,1,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,13,2,2,1.79769313486232e+308,17,7,3,200,8,2.5,2,5
43,2,1,3,2,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,20,8,2,4,4,50,2,9
43,3,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,13,2,2,1.79769313486232e+308,28,7,3,100,8,2.5,3,2
43,4,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,17,7,3,300,8,2.5,2,5
43,5,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,26,2,2,1.79769313486232e+308,17,7,2,500,8,2.5,2,9
43,6,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,30,7,2,300,8,2.5,2,9
43,7,1,2,2,102,1,1,100,2,1.79769313486232e+308,1,62,2,2,1.79769313486232e+308,20,7,3,1300,8,2.5,2,9
43,8,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,23,2,2,1.79769313486232e+308,12,8,2,5,4,50,2,2
43,9,1,4,3,102,1,1,100,2,1.79769313486232e+308,1,48,2,2,1.79769313486232e+308,20,7,3,1300,8,2.5,1,1
44,1,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,24,2,2,1.79769313486232e+308,26,7,2,20,4,100,2,7
44,2,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,15,6,1,20,4,100,1,1
44,3,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,12,6,2,15,4,100,2,1
44,4,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,37,2,2,1.79769313486232e+308,20,7,2,30,4,100,2,7
44,5,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,36,2,2,1.79769313486232e+308,25,7,2,40,4,100,2,7
44,6,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,19,2,2,1.79769313486232e+308,26,7,2,25,4,100,2,7
44,7,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,15,6,2,19,4,100,1,1
44,8,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,42,2,2,1.79769313486232e+308,15,7,3,45,4,100,1,1
44,9,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,19,6,2,9,4,100,2,7
45,3,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,5,2,1,1000,15,7,2,3,4,50,2,7
45,6,1,1,1,102,8,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,20,6,2,5,4,50,2,7
45,9,1,1,1,102,2,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,18,6,2,8,4,50,3,7
46,3,1,1,1,102,2,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,20,6,2,5,4,50,2,7
46,6,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,15,6,2,4,4,50,2,2
46,9,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,20,6,2,20,4,50,2,5
47,1,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,30,7,2,150,8,2.5,2,7
47,2,1,3,1,103,1,1,100,1,5,2,2,2,1,2000,10,8,2,35,8,2.5,2,7
47,3,1,4,2,121,12,1,100,2,1.79769313486232e+308,1,28,2,2,1.79769313486232e+308,7,8,2,200,8,2.5,2,7
47,4,1,7,1,102,1,1,100,2,1.79769313486232e+308,1,26,2,2,1.79769313486232e+308,10,8,1,95,8,2.5,2,7
47,5,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,2,8,2,75,8,2.5,2,7
47,6,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,25,7,2,120,8,2.5,2,7
47,7,1,4,1,103,1,1,100,1,5,1,1,2,2,1.79769313486232e+308,10,8,2,30,8,2.5,2,7
47,8,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,22,2,2,1.79769313486232e+308,3,8,2,115,8,2.5,2,7
47,9,1,2,1,121,2,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,2,8,2,130,8,2.5,2,7
48,1,1,3,1,104,5,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,28,7,2,95,8,2.5,2,7
48,2,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,13,8,2,45,8,2.5,2,7
48,3,1,5,2,121,1,1,100,2,1.79769313486232e+308,1,22,2,2,1.79769313486232e+308,5,8,2,75,8,2.5,2,7
48,4,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,4,8,2,95,8,2.5,2,7
48,5,1,8,1,104,12,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,26,7,2,80,8,2.5,2,7
48,6,1,5,1,121,1,1,100,2,1.79769313486232e+308,1,23,2,2,1.79769313486232e+308,30,7,2,95,8,2.5,2,7
48,7,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,22,2,2,1.79769313486232e+308,28,7,2,100,8,2.5,2,7
48,8,1,2,1,102,6,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,13,8,2,180,8,2.5,1,8
48,9,1,1,2,103,1,1,100,1,5,1,2,2,2,1.79769313486232e+308,12,8,2,25,8,2.5,2,7
49,7,1,1,1,104,2,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,5,7,2,6,4,100,2,4
49,8,1,1,1,104,2,1,100,2,1.79769313486232e+308,1,0.5,2,2,1.79769313486232e+308,20,7,2,7,4,50,2,5
50,1,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,26,6,2,10,7,10,2,5
50,2,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,0.25,2,2,1.79769313486232e+308,10,7,2,1,7,5,2,4
50,3,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,28,6,2,1,4,50,2,5
50,4,1,1,2,103,2,1,100,1,4,5,30,2,1,15000,28,7,2,10,4,50,2,7
50,6,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,15,6,3,3,4,50,1,8
51,1,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,14,6,3,10,4,100,2,7
51,2,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,26,7,2,9,4,100,2,7
51,3,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,21,7,2,5,4,100,2,7
51,4,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,15,6,2,6,4,100,2,7
51,5,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,37,2,2,1.79769313486232e+308,10,7,3,13,4,100,2,7
51,6,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,22,7,2,13,4,100,2,7
51,7,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,15,6,2,8,4,100,2,7
51,8,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,16,6,2,7,4,100,2,7
51,9,1,6,1,104,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,18,6,2,2,4,50,2,5
52,3,1,1,3,103,1,1,100,1,2,1,5,2,2,1.79769313486232e+308,20,7,2,50,1,1,2,5
52,6,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,10,6,2,40,4,50,2,4
52,9,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,10,6,2,5,4,50,2,7
53,3,1,1,4,121,2,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,15,7,2,3,4,50,2,2
53,9,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,7.5,2,2,1.79769313486232e+308,10,7,2,10,4,50,2,2
54,1,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,15,6,3,15,4,100,1,1
54,2,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,25,6,2,5,4,50,2,5
54,3,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,27,7,2,17,4,100,2,7
54,4,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,25,6,2,2,4,50,2,5
54,5,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,14,2,2,1.79769313486232e+308,18,6,3,20,4,100,1,1
54,6,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,27,6,2,2,4,50,2,5
54,7,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,29,2,2,1.79769313486232e+308,20,7,2,10,4,100,2,7
54,8,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,45,2,2,1.79769313486232e+308,15,7,3,38,4,100,1,1
54,9,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,16,6,3,14,4,100,1,1
55,1,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,24,2,2,1.79769313486232e+308,18,7,2,19,4,100,2,7
55,2,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,27,6,2,3,4,100,2,7
55,3,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,15,6,2,7,4,100,2,7
55,4,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,19,6,2,3,4,50,2,7
55,5,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,19,2,2,1.79769313486232e+308,29,7,2,19,4,100,2,7
55,6,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,24,6,2,3,4,50,2,5
55,7,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,14,2,2,1.79769313486232e+308,15,6,2,15,4,100,2,1
55,8,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,20,6,2,5,4,50,2,7
55,9,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,34,2,2,1.79769313486232e+308,21,7,2,26,4,100,2,7
56,1,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,22,6,2,3,4,50,2,5
56,2,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,14,6,3,15,4,100,2,1
56,3,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,21,6,2,10,4,100,2,7
56,4,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,39,2,2,1.79769313486232e+308,23,7,2,17,4,100,2,7
56,5,1,4,1,102,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,15,6,2,14,4,100,2,7
56,6,1,4,1,104,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,22,6,2,2,4,50,2,5
56,7,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,54,2,2,1.79769313486232e+308,15,7,3,38,4,100,1,1
56,8,1,1,1,121,1,1,100,2,1.79769313486232e+308,1,45,2,2,1.79769313486232e+308,20,7,2,37,4,100,2,7
56,9,1,2,3,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,23,7,3,15,4,100,2,7
57,1,1,2,1,121,1,1,100,2,1.79769313486232e+308,3,55,2,2,1.79769313486232e+308,28,6,3,52,4,50,1,6
57,2,1,2,1,122,1,1,100,2,1.79769313486232e+308,3,53,2,2,1.79769313486232e+308,3,7,3,350,6,8,1,6
57,3,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,13,2,2,1.79769313486232e+308,25,6,2,33,4,100,2,11
57,4,1,1,2,102,1,1,100,2,1.79769313486232e+308,3,33,2,2,1.79769313486232e+308,22,6,2,90,4,100,2,11
57,5,1,1,1,102,1,2,90,2,1.79769313486232e+308,2,10,2,2,1.79769313486232e+308,24,6,2,85,2,30,2,11
57,6,1,1,2,121,1,1,100,2,1.79769313486232e+308,2,55,2,2,1.79769313486232e+308,1,7,3,500,7,6,1,6
57,7,1,1,2,104,1,1,100,2,1.79769313486232e+308,1,42,2,1,4900,26,6,2,33,4,50,3,9
57,8,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,46,2,1,3700,30,7,2,15,4,100,2,6
57,9,1,1,2,121,1,1,100,2,1.79769313486232e+308,2,24,2,2,1.79769313486232e+308,30,6,3,44,4,100,1,6
58,1,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,23,8,1,260,8,2.5,3,9
58,2,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,20,8,3,6,4,100,2,9
58,3,1,2,1,101,1,1,100,2,1.79769313486232e+308,5,30,2,2,1.79769313486232e+308,19,7,1,5,4,100,3,9
58,4,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,35,2,2,1.79769313486232e+308,29,7,1,5,4,100,3,9
58,5,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,11,7,1,6,4,100,3,9
58,6,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,19,7,1,9,4,100,3,9
58,7,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,15,7,2,8,4,100,3,9
58,8,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,21,7,1,7,4,100,3,9
58,9,1,1,1,102,3,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,25,7,1,5,4,100,3,9
59,1,1,2,3,121,1,1,100,2,1.79769313486232e+308,3,7,2,2,1.79769313486232e+308,1,8,2,160,8,2.5,2,7
59,2,1,1,2,101,1,1,100,2,1.79769313486232e+308,2,12,2,2,1.79769313486232e+308,1,8,1,0,8,2.5,3,11
59,3,1,2,2,121,1,1,100,2,1.79769313486232e+308,3,9,2,2,1.79769313486232e+308,1,8,2,80,8,2.5,2,7
59,4,1,1,1,102,1,1,100,2,1.79769313486232e+308,3,10,2,2,1.79769313486232e+308,1,8,2,300,8,2.5,2,7
59,5,1,1,2,101,1,1,100,2,1.79769313486232e+308,2,6,2,2,1.79769313486232e+308,1,8,1,0,8,2.5,2,11
59,6,1,2,1,121,1,1,100,2,1.79769313486232e+308,3,10,2,2,1.79769313486232e+308,1,8,2,120,8,2.5,2,7
59,7,1,2,1,121,1,1,100,2,1.79769313486232e+308,3,14,2,2,1.79769313486232e+308,1,8,2,120,8,2.5,2,7
59,8,1,2,1,121,1,1,100,2,1.79769313486232e+308,3,12,2,2,1.79769313486232e+308,1,8,2,120,8,2.5,2,7
59,9,1,3,1,121,1,1,100,2,1.79769313486232e+308,3,6,2,2,1.79769313486232e+308,1,8,2,70,8,2.5,2,7
60,1,1,2,2,122,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,12,7,1,520,8,2.5,1,8
60,2,1,1,1,102,8,1,100,2,1.79769313486232e+308,2,60,2,2,1.79769313486232e+308,25,6,2,175,4,100,3,11
60,3,1,2,2,122,1,1,100,2,1.79769313486232e+308,2,3.5,2,2,1.79769313486232e+308,11,7,3,360,7,6,1,8
60,4,1,1,2,101,10,2,85,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,28,6,2,72,4,50,3,9
60,5,1,1,2,102,1,1,100,2,1.79769313486232e+308,1,17,2,2,1.79769313486232e+308,30,6,2,60,4,50,2,11
60,6,1,1,2,102,1,2,75,2,1.79769313486232e+308,4,30,2,2,1.79769313486232e+308,26,6,2,140,4,50,2,11
60,7,1,1,1,101,7,1,100,2,1.79769313486232e+308,4,46,2,2,1.79769313486232e+308,24,6,3,540,2,30,1,8
60,8,1,1,3,121,9,1,100,2,1.79769313486232e+308,2,70,2,2,1.79769313486232e+308,30,6,3,82,4,50,1,8
60,9,1,2,1,104,1,1,100,2,1.79769313486232e+308,1,34,2,1,5500,2,7,1,44,4,50,1,8
61,1,1,2,1,121,1,1,100,2,1.79769313486232e+308,3,55,2,2,1.79769313486232e+308,30,7,3,80,4,50,1,6
61,2,1,2,1,102,1,1,100,2,1.79769313486232e+308,3,24,2,2,1.79769313486232e+308,25,6,2,260,2,30,2,10
61,3,1,1,2,102,1,1,100,2,1.79769313486232e+308,3,14,2,2,1.79769313486232e+308,25,6,2,65,4,50,2,11
61,4,1,1,1,121,1,1,100,2,1.79769313486232e+308,2,57,2,2,1.79769313486232e+308,30,6,3,30,4,100,1,8
61,5,1,1,1,121,1,1,100,2,1.79769313486232e+308,2,96,2,2,1.79769313486232e+308,29,6,2,810,7,6,2,2
61,6,1,1,2,104,1,1,100,2,1.79769313486232e+308,1,19,2,2,1.79769313486232e+308,6,7,1,18,4,50,3,9
61,7,1,1,1,121,1,1,100,2,1.79769313486232e+308,2,54,2,2,1.79769313486232e+308,25,6,2,60,4,50,1,6
61,8,1,1,3,101,3,1,100,2,1.79769313486232e+308,3,10,2,2,1.79769313486232e+308,17,6,3,100,2,30,2,10
61,9,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,61,2,2,1.79769313486232e+308,29,6,3,63,4,50,1,6
62,1,1,1,2,102,8,1,100,2,1.79769313486232e+308,4,20,2,2,1.79769313486232e+308,24,6,2,81,4,50,3,9
62,2,1,1,3,101,1,1,100,2,1.79769313486232e+308,4,12,2,2,1.79769313486232e+308,7,7,1,35,4,50,3,11
62,3,1,1,1,101,1,1,100,2,1.79769313486232e+308,3,14,2,2,1.79769313486232e+308,21,6,1,60,2,30,3,9
62,4,1,2,2,122,1,1,100,2,1.79769313486232e+308,1,16,2,1,4900,9,7,3,180,7,6,1,11
62,5,1,2,2,121,1,1,100,2,1.79769313486232e+308,2,52,2,2,1.79769313486232e+308,1,7,2,300,6,8,2,7
62,6,1,3,1,120,1,1,100,2,1.79769313486232e+308,1,20,2,1,2900,3,7,3,140,6,8,1,8
62,7,1,1,2,121,1,1,100,2,1.79769313486232e+308,2,34,2,2,1.79769313486232e+308,3,7,3,836,8,2.5,1,8
62,8,1,1,1,121,1,1,100,2,1.79769313486232e+308,3,38,2,2,1.79769313486232e+308,26,6,3,43,4,50,1,8
62,9,1,1,2,102,1,1,100,2,1.79769313486232e+308,3,23,2,2,1.79769313486232e+308,25,6,2,180,2,30,2,6
63,1,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,20,6,2,25,4,100,2,8
63,2,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,24,2,2,1.79769313486232e+308,11,6,2,20,4,100,2,8
63,3,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,27,6,2,40,4,100,2,8
63,4,1,1,1,104,1,1,100,2,1.79769313486232e+308,1,60,2,2,1.79769313486232e+308,12,6,2,65,4,100,2,8
63,5,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,45,2,2,1.79769313486232e+308,11,6,2,42,4,100,2,8
63,6,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,38,2,2,1.79769313486232e+308,20,6,2,33,4,100,2,8
63,7,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,50,2,2,1.79769313486232e+308,11,6,2,50,4,100,2,8
63,8,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,47,2,2,1.79769313486232e+308,29,6,2,11,4,100,2,8
63,9,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,45,2,2,1.79769313486232e+308,17,6,2,9,4,100,2,8
64,1,1,2,1,121,1,1,100,2,1.79769313486232e+308,3,15,2,2,1.79769313486232e+308,1,8,2,100,8,2.5,2,7
64,2,1,1,2,102,1,1,100,2,1.79769313486232e+308,3,6,2,2,1.79769313486232e+308,1,8,2,50,8,2.5,2,7
64,3,1,1,1,102,1,1,100,2,1.79769313486232e+308,3,7,2,2,1.79769313486232e+308,1,8,2,60,8,2.5,2,7
64,4,1,1,1,102,1,1,100,2,1.79769313486232e+308,3,19,2,2,1.79769313486232e+308,1,8,2,400,8,2.5,2,7
64,5,1,2,1,121,1,1,100,2,1.79769313486232e+308,3,4,2,2,1.79769313486232e+308,1,8,2,50,8,2.5,2,7
64,6,1,1,1,102,1,1,100,2,1.79769313486232e+308,3,9,2,2,1.79769313486232e+308,1,8,2,100,8,2.5,2,7
64,7,1,1,3,121,1,1,100,2,1.79769313486232e+308,1,7,2,1,3500,1,8,1,80,8,2.5,3,9
