"grappe","exploitation","passage","s11cq01","s11cq02","s11cq03","s11cq05","s11cq06","s11cq07","s11cq08","s11cq09","s11cq10","s11cq11a","s11cq11b","s11cq12","s11cq13","s11cq14a","s11cq14b","s11cq15","s11cq16a","s11cq16b","s11cq16c","s11cq17","s11cq18"
570,6,1,2,1,101,5,1,100,2,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,28,5,3,6,2,300,3,10
570,6,1,2,2,121,5,1,100,2,1.79769313486232e+308,1,55,2,2,1.79769313486232e+308,25,6,3,2,4,90,2,10
570,6,1,1,2,102,5,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,15,6,2,18,2,300,2,5
570,6,1,2,3,122,5,1,100,2,1.79769313486232e+308,1,48,2,2,1.79769313486232e+308,26,6,2,1.5,4,80,2,5
570,7,1,4,1,101,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,25,5,3,6,2,300,2,5
570,7,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,10,7,2,3,2,300,3,10
570,7,1,3,5,103,1,1,100,1,5,1,10,2,2,1.79769313486232e+308,22,5,2,1,4,70,2,5
570,7,1,2,2,122,1,1,100,2,1.79769313486232e+308,1,35,2,2,1.79769313486232e+308,12,7,2,1,4,80,2,10
570,7,1,3,3,103,1,1,100,1,5,1,3,2,2,1.79769313486232e+308,20,5,3,20,1,1,2,5
570,7,1,2,3,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,13,7,2,0.5,4,90,2,5
570,7,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,15,6,2,13,2,300,2,7
570,7,1,3,2,103,1,1,100,1,5,1,8,2,2,1.79769313486232e+308,20,5,3,1.5,4,70,2,5
570,7,1,3,4,103,1,1,100,1,5,1,5,2,2,1.79769313486232e+308,21,5,3,25,1,1,2,5
570,8,1,2,2,102,11,1,100,2,1.79769313486232e+308,1,27,2,2,1.79769313486232e+308,12,7,2,15,2,300,2,7
570,8,1,3,2,122,11,1,100,2,1.79769313486232e+308,1,65,2,2,1.79769313486232e+308,15,6,2,2,4,80,2,10
570,8,1,2,1,101,11,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,28,6,2,12,2,300,2,7
570,8,1,1,1,101,11,1,100,2,1.79769313486232e+308,1,54,2,2,1.79769313486232e+308,25,5,2,42,2,300,2,7
570,8,1,3,1,101,11,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,10,6,3,14,2,300,2,10
570,9,1,5,1,101,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,12,6,3,8,2,300,2,5
570,9,1,4,1,101,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,8,6,3,1.25,2,300,3,10
570,9,1,1,2,101,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,25,5,3,18,2,300,2,10
570,9,1,4,2,122,1,1,100,2,1.79769313486232e+308,1,18,2,2,1.79769313486232e+308,15,6,2,0.5,4,80,1,1
570,9,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,5,6,2,7,2,300,2,5
570,9,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,2.5,2,2,1.79769313486232e+308,20,7,3,2,2,300,2,5
571,1,1,1,3,121,1,1,100,2,1.79769313486232e+308,1,64,2,1,24000,20,6,3,3,4,90,1,1
571,1,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,22,2,2,1.79769313486232e+308,26,5,2,40,4,100,2,7
571,1,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,32,2,2,1.79769313486232e+308,15,6,2,1,4,90,1,1
571,1,1,1,5,120,1,1,100,2,1.79769313486232e+308,1,1,2,1,500,5,7,2,1,4,100,1,1
571,2,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,25,5,2,18,2,300,2,5
571,2,1,2,4,122,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,15,6,2,0.5,4,80,2,5
571,2,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,1.5,2,2,1.79769313486232e+308,22,6,2,3,4,100,2,10
571,2,1,2,2,101,1,1,100,2,1.79769313486232e+308,1,1.25,2,2,1.79769313486232e+308,9,6,2,1,2,300,2,10
571,3,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,70,2,2,1.79769313486232e+308,20,6,3,2,4,90,2,5
571,3,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,11,2,2,1.79769313486232e+308,25,5,3,8,2,300,2,5
571,4,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,28,5,3,6,2,300,2,5
571,4,1,8,1,102,1,2,60,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,30,7,2,2,2,300,2,5
571,4,1,7,1,101,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,25,6,3,4.5,2,300,2,10
571,4,1,4,1,101,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,5,6,3,10,2,300,2,5
571,4,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,25,5,3,5,2,300,2,5
571,4,1,7,2,120,1,1,100,2,1.79769313486232e+308,1,3,2,1,1500,27,7,2,6,4,100,2,10
571,4,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,3,6,2,2,2,300,2,5
571,4,1,5,1,102,1,1,100,2,1.79769313486232e+308,1,6.5,2,2,1.79769313486232e+308,20,7,2,4,2,300,2,5
571,5,1,1,2,101,1,1,100,2,1.79769313486232e+308,1,32,2,2,1.79769313486232e+308,25,5,3,23,2,300,2,5
571,6,1,2,1,121,10,1,100,2,1.79769313486232e+308,1,190,2,2,1.79769313486232e+308,18,6,3,9,4,90,2,5
571,6,1,1,2,101,10,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,25,5,3,4,2,300,2,5
571,6,1,1,1,102,10,2,75,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,28,7,2,18,4,100,2,5
571,7,1,1,2,102,4,2,70,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,10,7,2,7,4,100,2,5
571,7,1,1,1,101,4,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,20,5,3,15,2,300,2,5
571,7,1,3,1,101,4,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,11,6,2,4,2,100,2,5
571,9,1,1,1,102,1,2,65,2,1.79769313486232e+308,1,23,2,2,1.79769313486232e+308,2,7,2,12.5,2,300,2,5
571,9,1,1,1,120,1,2,35,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,2,7,2,30,4,100,2,5
571,9,1,1,8,122,1,1,100,2,1.79769313486232e+308,1,9,2,2,1.79769313486232e+308,25,6,2,0.25,4,80,2,10
571,9,1,1,3,103,1,1,100,1,6,1,17,2,2,1.79769313486232e+308,11,5,3,5,4,70,3,9
571,9,1,1,4,107,1,1,100,2,1.79769313486232e+308,1,11,2,2,1.79769313486232e+308,15,5,3,1,4,100,2,5
571,9,1,1,9,102,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,20,7,2,2,2,300,2,5
571,9,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,28,5,3,21,2,300,2,5
571,9,1,1,10,101,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,28,6,2,1,2,300,2,5
571,9,1,1,5,101,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,25,5,3,3,2,300,2,5
571,9,1,1,7,121,1,1,100,2,1.79769313486232e+308,1,70,2,2,1.79769313486232e+308,24,6,2,2,4,90,2,5
571,9,1,1,6,101,1,1,100,2,1.79769313486232e+308,1,14,2,2,1.79769313486232e+308,29,5,2,9,2,300,2,5
573,6,1,1,1,103,1,1,100,1,4,2,60,2,1,16500,27,6,2,60,4,75,2,5
574,7,1,1,1,103,1,1,100,1,3,3,110,2,2,1.79769313486232e+308,7,9,2,120,4,75,2,10
575,3,1,1,1,103,1,1,100,1,3,2,80,2,2,1.79769313486232e+308,29,8,2,110,4,75,2,5
575,4,1,1,2,103,1,1,100,1,3,2,120,2,1,30000,12,9,2,120,4,75,1,10
576,4,1,1,1,103,1,1,100,1,4,2,180,2,1,55000,3,5,3,100,4,75,2,5
576,5,1,1,2,103,1,1,100,1,4,3,120,2,1,55000,27,6,3,100,4,80,2,5
576,5,1,1,1,103,1,1,100,1,3,3,300,2,1,82500,27,6,3,250,4,80,2,5
576,8,1,1,1,103,1,1,100,1,2,2,80,2,1,22000,12,6,1,60,4,75,2,5
578,2,1,1,1,103,1,1,100,1,2,2,30,2,1,8250,5,6,3,25,4,80,2,5
579,2,1,2,1,103,1,1,100,1,3,3,140,2,1,42000,2,6,1,10,4,75,3,11
579,3,1,1,1,103,1,1,100,1,6,1,80,2,1,22000,29,6,2,55,4,75,1,6
579,7,1,1,1,103,2,1,100,1,3,2,400,2,1,100000,15,6,3,300,4,80,1,6
579,8,1,2,1,103,1,1,100,1,6,1,20,2,1,5500,5,7,1,20,4,75,3,11
579,9,1,1,1,103,20,1,100,1,3,1,240,2,2,1.79769313486232e+308,15,5,2,112,4,75,3,11
580,1,1,1,1,103,1,1,100,1,3,3,150,2,1,45000,26,7,2,160,4,75,2,8
581,6,1,1,1,103,10,1,100,1,4,3,170,2,1,49300,15,7,3,200,4,70,2,5
581,6,1,2,1,103,10,1,100,1,6,3,40,2,1,11600,28,7,3,22,4,70,2,5
581,7,1,1,1,103,1,1,100,1,4,3,100,2,1,23000,20,7,3,80,4,70,2,5
581,8,1,2,1,103,1,1,100,1,2,3,80,2,1,22800,5,8,2,60,4,70,2,5
581,9,1,2,1,120,9,1,100,2,1.79769313486232e+308,1,5,2,1,5000,20,7,3,1,4,50,2,5
582,1,1,2,1,213,2,1,100,2,1.79769313486232e+308,1,600,1,1,1000,11,8,1,5,11,10,3,9
582,4,1,2,1,103,1,1,100,1,3,1,56,2,2,1.79769313486232e+308,20,6,3,20,4,75,3,11
582,8,1,1,1,103,1,1,100,1,3,3,65,2,1,19500,12,6,3,69,4,75,1,11
583,3,1,1,1,101,1,2,90,2,1.79769313486232e+308,1,80,2,1,10000,3,6,1,15,4,110,3,9
583,3,1,1,1,120,1,2,10,2,1.79769313486232e+308,1,7,2,1,5000,3,6,1,1,4,50,3,9
583,4,1,3,1,103,10,1,100,1,3,3,30,2,1,8250,8,5,3,25,4,75,1,8
583,4,1,2,1,120,10,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,19,7,1,1,4,100,3,9
583,5,1,1,1,101,1,2,70,2,1.79769313486232e+308,1,110,2,2,1.79769313486232e+308,13,7,1,50,4,110,3,9
583,5,1,3,1,103,1,1,100,1,3,3,25,2,1,6875,5,8,2,20,4,75,2,7
583,6,1,1,1,101,1,2,60,2,1.79769313486232e+308,1,80,2,1,16000,25,5,1,15,4,110,3,9
583,6,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,60,2,1,12000,5,6,1,10,4,110,3,11
583,7,1,4,1,103,1,1,100,1,3,2,90,2,1,27000,23,5,2,40,4,75,3,11
583,7,1,3,1,213,1,1,100,2,1.79769313486232e+308,2,500,1,1,15000,2,7,1,40,11,4,3,9
583,7,1,2,1,101,1,2,80,2,1.79769313486232e+308,1,60,2,2,1.79769313486232e+308,24,6,1,70,4,110,3,9
583,7,1,1,1,101,1,2,60,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,16,6,2,40,4,110,3,9
583,8,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,170,2,2,1.79769313486232e+308,19,6,1,50,4,110,3,9
583,8,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,50,2,2,1.79769313486232e+308,9,6,1,18,4,110,3,9
583,9,1,1,1,101,1,2,60,2,1.79769313486232e+308,1,100,2,1,22500,3,6,1,20,4,110,3,9
583,9,1,1,1,120,1,2,40,2,1.79769313486232e+308,1,10,2,1,5000,3,6,1,2,4,102,3,9
584,4,1,4,1,103,1,1,100,1,3,3,160,2,1,48000,22,6,3,135,4,75,1,11
584,4,1,1,1,103,1,1,100,1,3,1,80,2,2,1.79769313486232e+308,10,5,3,65,4,75,1,6
584,4,1,3,1,103,1,1,100,1,4,1,120,2,1,33000,10,6,3,60,4,80,2,11
585,1,1,1,1,103,1,1,100,1,2,2,50,2,1,16000,13,5,2,36,4,75,2,5
585,1,1,3,1,103,1,1,100,1,4,2,50,2,1,16000,26,5,2,18,4,75,2,5
585,4,1,1,1,103,1,1,100,1,2,2,60,2,1,18000,29,5,2,40,4,75,2,5
585,4,1,2,1,103,1,1,100,1,2,2,60,2,1,18000,15,7,2,45,4,75,2,5
585,5,1,3,1,103,1,1,100,1,2,3,50,2,2,1.79769313486232e+308,25,5,2,19,4,75,2,7
585,5,1,1,1,103,1,1,100,1,2,3,50,2,2,1.79769313486232e+308,12,5,2,20,4,75,2,7
585,6,1,3,1,103,1,1,100,1,2,3,30,2,1,9750,27,6,2,27,4,75,2,5
585,6,1,1,1,103,1,1,100,1,2,3,60,2,1,19500,17,6,2,65,4,75,2,5
585,8,1,1,2,103,1,1,100,1,2,3,25,2,2,1.79769313486232e+308,24,4,2,14,4,75,2,7
585,8,1,4,1,103,1,1,100,1,2,3,55,2,2,1.79769313486232e+308,25,6,2,47,4,75,2,7
585,8,1,2,1,103,1,1,100,1,2,3,20,2,2,1.79769313486232e+308,15,5,2,14,4,75,2,7
585,8,1,1,1,103,1,1,100,1,2,3,30,2,2,1.79769313486232e+308,24,4,2,18,4,75,2,7
585,9,1,2,1,103,1,1,100,1,3,2,18,2,1,6300,5,8,2,18,4,75,2,5
586,4,1,1,1,103,1,1,100,1,4,3,50,2,2,1.79769313486232e+308,1,7,2,30,4,75,2,5
586,6,1,1,1,103,1,1,100,1,4,2,50,2,2,1.79769313486232e+308,13,6,2,19,4,75,2,5
586,8,1,2,1,103,1,1,100,1,2,2,50,2,1,17500,18,6,2,30,4,75,2,5
588,3,1,2,1,103,1,1,100,1,3,3,50,2,1,12500,10,6,2,60,4,70,2,5
588,4,1,3,1,103,1,1,100,1,4,3,160,2,1,40000,10,6,2,60,4,70,1,1
588,4,1,1,1,103,1,1,100,1,3,2,160,2,1,40000,10,5,2,200,4,70,1,1
588,5,1,2,1,103,1,1,100,1,3,2,78,2,1,20670,25,5,2,60,4,70,1,3
588,6,1,2,1,103,1,1,100,1,3,3,160,2,1,40000,22,6,3,120,4,70,2,5
588,7,1,1,2,103,1,1,100,1,3,2,20,2,1,5000,10,8,2,20,4,70,2,5
588,7,1,1,1,103,1,1,100,1,3,2,25,2,1,8500,15,7,2,20,4,70,2,5
588,8,1,1,1,103,1,1,100,1,3,2,50,2,2,1.79769313486232e+308,10,7,3,70,4,70,2,5
590,2,1,2,1,103,1,1,100,1,4,2,40,2,1,3750,10,8,2,20,4,70,2,5
590,4,1,2,1,103,1,1,100,1,2,1,40,2,2,1.79769313486232e+308,19,8,2,15,4,70,2,5
590,6,1,1,1,103,1,1,100,1,2,2,30,2,1,10000,10,8,2,30,4,70,2,5
590,7,1,2,1,103,1,1,100,1,2,2,60,2,1,8250,19,8,3,22,4,70,2,5
591,1,1,2,1,103,1,1,100,1,4,2,150,2,1,33750,27,8,2,120,4,70,2,5
591,2,1,1,1,103,1,1,100,1,2,2,80,2,1,24000,12,7,2,80,4,70,2,5
591,6,1,1,1,103,1,1,100,1,4,2,150,2,1,50000,20,7,2,180,4,70,2,5
591,9,1,2,1,103,1,1,100,1,2,1,50,2,2,1.79769313486232e+308,18,7,2,35,4,70,2,5
592,2,1,2,1,124,1,1,100,2,1.79769313486232e+308,2,1,2,2,1.79769313486232e+308,12,8,2,4,4,50,1,8
592,4,1,2,1,124,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,10,8,2,4,4,100,2,7
592,5,1,2,1,124,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,10,8,2,2,4,100,2,7
592,9,1,1,1,103,1,1,100,1,2,2,65,2,2,1.79769313486232e+308,26,8,2,70,4,70,2,5
593,1,1,2,1,103,1,1,100,1,2,1,45,2,2,1.79769313486232e+308,10,8,2,40,4,70,2,5
593,6,1,2,1,103,1,1,100,1,2,1,60,2,2,1.79769313486232e+308,27,6,2,80,4,70,2,5
594,1,1,4,1,124,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,5,6,2,4,4,55,2,5
594,1,1,5,1,103,1,1,100,1,4,1,250,2,2,1.79769313486232e+308,15,7,2,65,4,70,2,5
594,1,1,4,2,102,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,5,7,1,1,4,100,2,5
594,1,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,24,6,2,4,4,100,2,5
594,1,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,25,6,2,30,4,100,2,5
594,2,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,5,7,3,8,4,100,2,5
594,2,1,4,1,121,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,2,7,3,15,4,65,2,5
594,2,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,1,7,3,10,4,65,2,5
594,3,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,10,7,1,1,4,100,2,5
594,4,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,25,6,2,18,4,100,2,5
594,4,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,20,6,2,5,4,65,2,5
594,4,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,20,6,2,8,4,100,2,5
594,5,1,4,1,103,1,1,100,1,4,1,100,2,2,1.79769313486232e+308,10,7,2,60,4,70,2,5
594,5,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,20,6,2,18,4,100,2,5
594,5,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,22,6,2,12,4,65,2,5
594,6,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,20,6,2,8,4,65,2,5
594,6,1,5,1,103,1,1,100,1,4,1,200,2,2,1.79769313486232e+308,25,6,2,50,4,70,2,5
594,6,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,20,6,2,14,4,100,2,5
594,6,1,4,1,103,1,1,100,1,4,1,500,2,2,1.79769313486232e+308,20,6,2,120,4,70,2,5
594,7,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,25,6,2,8,4,65,2,8
594,7,1,3,1,104,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,15,6,2,5,4,100,2,10
594,7,1,4,1,103,1,1,100,1,4,1,100,2,2,1.79769313486232e+308,20,6,2,40,4,70,2,5
594,7,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,25,6,2,15,4,100,2,5
594,7,1,3,2,121,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,25,6,2,6,4,65,2,10
594,8,1,4,1,103,1,1,100,1,6,1,50,2,2,1.79769313486232e+308,10,7,2,20,4,70,1,5
594,8,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,28,6,2,3,4,100,1,5
594,8,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,5,7,2,3,4,65,1,5
594,9,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,25,6,2,3,4,100,2,5
595,1,1,2,2,107,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,16,7,2,6,4,100,2,7
595,1,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,35,2,2,1.79769313486232e+308,12,7,2,14,4,85,2,7
595,1,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,27,6,3,28,4,100,2,7
595,2,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,1,7,2,4,4,100,2,7
595,2,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,21,6,3,20,4,100,2,7
595,2,1,1,2,107,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,10,7,2,3,4,100,2,7
595,2,1,1,3,121,1,1,100,2,1.79769313486232e+308,1,25,2,2,1.79769313486232e+308,11,7,3,13,4,85,2,7
595,3,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,20,2,2,1.79769313486232e+308,27,6,3,35,4,100,2,7
595,3,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,12,7,3,8,4,100,2,7
595,4,1,6,1,101,1,1,100,2,1.79769313486232e+308,1,7,2,2,1.79769313486232e+308,27,6,2,9,4,100,2,7
595,4,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,12,7,3,20,4,100,2,7
595,4,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,1,7,3,9,4,100,2,7
595,4,1,5,1,102,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,14,7,3,15,4,100,2,7
595,4,1,4,1,107,1,1,100,2,1.79769313486232e+308,1,10,2,1,2500,16,7,2,4,4,100,2,7
595,5,1,1,2,101,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,6,7,3,8,4,100,2,7
595,6,1,1,4,107,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,23,7,2,3,4,100,2,7
595,6,1,1,3,101,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,2,2,2,12,4,100,2,7
595,6,1,1,2,121,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,18,7,2,6,4,85,2,7
595,7,1,2,1,121,1,1,100,2,1.79769313486232e+308,1,30,2,2,1.79769313486232e+308,25,7,3,10,4,85,2,7
595,7,1,2,2,101,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,27,6,3,30,4,100,2,7
595,7,1,2,3,102,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,3,7,3,14,4,100,2,7
595,8,1,1,5,107,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,15,7,3,7,4,100,3,7
595,8,1,1,4,121,1,1,100,2,1.79769313486232e+308,3,45,2,2,1.79769313486232e+308,9,7,2,15,4,85,3,7
595,8,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,21,6,2,25,4,100,3,7
595,9,1,1,1,107,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,24,7,3,6,4,100,2,5
595,9,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,28,6,3,20,4,100,2,5
595,9,1,2,2,121,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,17,7,2,17,4,85,2,5
595,9,1,4,1,101,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,2,7,2,7,4,100,2,5
596,1,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,1,2,2,1.79769313486232e+308,22,6,3,1,4,100,2,5
596,1,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,3,7,2,17,4,100,2,5
596,2,1,2,2,101,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,29,6,3,7,4,100,2,7
596,2,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,6,2,2,1.79769313486232e+308,2,7,3,8,4,100,2,7
596,3,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,1,7,3,30,4,100,2,5
596,3,1,5,1,121,1,1,100,2,1.79769313486232e+308,1,40,2,2,1.79769313486232e+308,28,7,2,21,4,85,2,5
596,3,1,3,1,101,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,3,7,3,10,4,100,2,5
596,3,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,14,2,2,1.79769313486232e+308,26,6,3,20,4,100,2,5
596,4,1,3,1,103,1,1,100,1,6,1,250,2,2,1.79769313486232e+308,13,7,2,80,4,95,2,7
596,4,1,2,1,102,1,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,4,7,3,24,4,100,2,7
596,5,1,3,1,103,1,1,100,1,6,1,100,2,2,1.79769313486232e+308,9,7,3,25,4,95,3,7
596,5,1,2,1,103,1,1,100,1,6,1,75,2,2,1.79769313486232e+308,6,7,3,30,4,95,3,7
596,5,1,4,1,101,1,1,100,2,1.79769313486232e+308,1,10,2,2,1.79769313486232e+308,17,7,3,20,4,100,3,7
596,5,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,12,7,3,9,4,100,3,7
596,6,1,5,1,124,1,1,100,2,1.79769313486232e+308,1,12,2,2,1.79769313486232e+308,24,7,2,1,4,65,2,7
596,6,1,4,1,124,1,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,23,7,2,3,4,65,2,7
596,6,1,1,1,101,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,1,7,3,4,4,100,2,7
596,6,1,3,1,103,1,1,100,1,6,3,50,2,2,1.79769313486232e+308,15,7,3,15,4,95,2,7
596,6,1,6,1,102,1,1,100,2,1.79769313486232e+308,1,3,2,2,1.79769313486232e+308,10,7,3,2,4,100,2,7
596,7,1,3,1,121,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,23,7,2,5,4,85,2,7
596,7,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,3,7,3,3,4,100,2,7
596,8,1,3,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,7,7,2,2,4,100,3,7
596,8,1,1,1,102,1,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,3,7,3,4,4,100,2,7
596,8,1,4,1,101,1,1,100,2,1.79769313486232e+308,1,5,2,2,1.79769313486232e+308,28,6,3,8,4,100,3,7
596,9,1,2,1,101,1,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,1,7,3,15,4,100,2,5
597,1,1,1,3,102,9,1,100,2,1.79769313486232e+308,1,15,2,2,1.79769313486232e+308,20,6,2,24,4,100,2,8
597,1,1,1,2,101,9,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,18,6,3,6,4,100,2,8
597,1,1,3,1,102,9,1,100,2,1.79769313486232e+308,1,4,2,2,1.79769313486232e+308,5,7,2,9,4,100,2,8
597,1,1,1,1,104,9,1,100,2,1.79769313486232e+308,1,8,2,2,1.79769313486232e+308,15,6,3,25,4,100,1,1
597,1,1,4,1,101,9,1,100,2,1.79769313486232e+308,1,2,2,2,1.79769313486232e+308,2,7,2,4,4,100,2,8
